年度,大会,段階,日付,チームA,学校A,チームB,学校B,得点A,得点B,PK_A,PK_B,出典
2014,選手権,都大会一次予選：Cグループ,2014-08-16,都立葛飾野,葛飾野,都立小山台,小山台,0,0,5,3,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,筑波大附,筑波大学附属,都立杉並工,杉並工,1,3,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,都立田園調布,田園調布,日工大駒場,日工大駒場,0,4,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,学芸大国際,学芸大国際,東京成徳大高,東京成徳大高,1,5,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,都立東大和南,東大和南,都立雪谷,雪谷,8,0,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,都立足立西,足立西,都立蒲田,蒲田,6,2,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,都立町田,町田,区立九段中等教育,九段中等教育,0,0,5,3,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,桜丘,桜丘,都立豊島,豊島,0,2,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,東農大一,農大一,都立府中東,府中東,2,1,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,都立東村山,東村山,中央学院,中央学院,5,1,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,明星,明星,都立日野,日野,0,1,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,東京,東京,都立芦花,芦花,2,1,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,都立小松川,小松川,都立東,東,2,3,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,東京都市大付,都市大付,都立田無工,田無工,2,0,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,立教池袋,立教池袋,都立橘,橘,3,1,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,都立淵江,淵江,豊島学院,豊島学院,0,7,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,都立日野台,日野台,明学東村山,明治学院東村山,3,1,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,都立大森,大森,都立練馬,練馬,0,3,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,都立武蔵丘,武蔵丘,東京学園,東京学園,11,0,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,城西大城西,城西大城西,都立江北,江北,0,6,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,都立大泉,大泉,京華商,京華商,6,0,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,都立千歳丘,千歳丘,錦城学園,錦城学園,2,1,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,日大三,日大三,都立松原,松原,6,0,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,都立神代,神代,海城,海城,4,0,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,都立保谷,保谷,都立紅葉川,紅葉川,4,0,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,都立板橋,板橋,東大附,東大附属,0,0,2,4,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,杉並学院,杉並学院,都立八王子桑志,八王子桑志,4,1,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,共栄学園,共栄学園,青山学院,青山学院,0,4,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,都立大島海洋国際,大島海洋国際,都立足立工,足立工,4,0,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,成蹊,成蹊,都立農産,農産,11,0,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,都立竹台,竹台,八王子,八王子,0,17,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,都立北園,北園,都立足立,足立,3,0,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,都立立川国際中等教育学校,立川国際中等教育学校,都立桜修館,桜修館中等,0,1,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,都立田柄,田柄,岩倉,岩倉,9,2,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-16,二松学舎大附,二松学舎大附,保善,保善,0,2,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-19,正則学園,正則学園,目白研心,目白研心,6,0,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-19,都立第一商業,第一商業,都立足立東,足立東,1,1,5,4,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-19,創価,創価,明治学院,明治学院,1,1,3,5,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-19,都立武蔵野北,武蔵野北,都立江戸川,江戸川,3,2,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-19,都立葛飾野,葛飾野,都立杉並工,杉並工,7,2,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-19,日工大駒場,日工大駒場,東京成徳大高,東京成徳大高,0,8,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-19,都立東大和南,東大和南,都立足立西,足立西,4,0,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-19,都立町田,町田,都立豊島,豊島,0,5,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-19,東農大一,農大一,都立東村山,東村山,15,0,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-19,都立日野,日野,東京,東京,0,3,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-19,都立東,東,東京都市大付,都市大付,0,0,8,9,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-19,立教池袋,立教池袋,豊島学院,豊島学院,3,0,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-19,都立日野台,日野台,都立練馬,練馬,9,0,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-19,都立武蔵丘,武蔵丘,都立江北,江北,1,1,6,5,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-19,都立大泉,大泉,都立千歳丘,千歳丘,5,0,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-19,日大三,日大三,都立神代,神代,3,0,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-19,都立保谷,保谷,東大附,東大附属,13,0,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-19,杉並学院,杉並学院,青山学院,青山学院,0,5,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-19,学習院,学習院,都立大島海洋国際,大島海洋国際,6,2,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-19,成蹊,成蹊,八王子,八王子,5,2,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-19,都立北園,北園,都立桜修館,桜修館中等,0,1,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-19,都立田柄,田柄,保善,保善,0,10,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-22,正則学園,正則学園,都立第一商業,第一商業,4,1,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-22,明治学院,明治学院,都立武蔵野北,武蔵野北,4,3,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-22,都立葛飾野,葛飾野,東京成徳大高,東京成徳大高,1,2,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-22,都立東大和南,東大和南,都立豊島,豊島,3,1,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-22,東農大一,農大一,東京,東京,2,1,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-22,東京都市大付,都市大付,立教池袋,立教池袋,2,2,4,3,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-22,都立日野台,日野台,都立武蔵丘,武蔵丘,3,1,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-22,都立大泉,大泉,日大三,日大三,0,0,7,6,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-22,都立保谷,保谷,青山学院,青山学院,1,0,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-22,学習院,学習院,成蹊,成蹊,0,1,,,https://koko-soccer.com/score/20
2014,選手権,都大会一次予選：Cグループ,2014-08-22,都立桜修館,桜修館中等,保善,保善,0,5,,,https://koko-soccer.com/score/20
2014,関東,都予選,2014-04-06,中大杉並,中大杉並,東京朝鮮中高級学校,東京朝鮮中高級学校,1,2,,,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-06,都立東久留米総合,東久留米総合,日大豊山,日大豊山,3,0,,,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-06,かえつ有明,かえつ有明,実践学園,実践学園,0,0,5,6,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-06,東海大菅生,東海大菅生,都立駒場,駒場,0,1,,,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-06,多摩大目黒,多摩大学目黒,都立三鷹,三鷹,2,0,,,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-06,都立野津田,野津田,早稲田実業,早稲田実業,0,4,,,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-06,都立永山,永山,帝京,帝京,0,7,,,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-06,成立学園,成立学園,足立学園,足立学園,5,1,,,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-06,正則学園,正則学園,都立狛江,狛江,5,2,,,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-06,都立国分寺,国分寺,都立石神井,石神井,0,1,,,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-06,創価,創価,東京実,東京実,1,0,,,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-06,東海大高輪台,東海大高輪台,都立葛飾野,葛飾野,1,2,,,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-06,都立松が谷,松が谷,高輪,高輪,2,0,,,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-06,暁星高等学校,暁星,保善,保善,3,1,,,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-06,都立美原,美原,駒澤大学高等学校,駒澤大高,0,6,,,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-13,修徳,修徳,東京朝鮮中高級学校,東京朝鮮中高級学校,2,1,,,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-13,都立東久留米総合,東久留米総合,実践学園,実践学園,1,1,5,3,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-13,都立駒場,駒場,多摩大目黒,多摩大学目黒,3,2,,,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-13,早稲田実業,早稲田実業,帝京,帝京,4,4,4,5,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-13,成立学園,成立学園,正則学園,正則学園,4,1,,,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-13,都立石神井,石神井,創価,創価,4,1,,,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-13,都立葛飾野,葛飾野,都立松が谷,松が谷,4,2,,,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-13,暁星高等学校,暁星,駒澤大学高等学校,駒澤大高,0,2,,,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-20,修徳,修徳,都立東久留米総合,東久留米総合,0,3,,,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-20,都立駒場,駒場,帝京,帝京,0,0,4,2,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-20,成立学園,成立学園,都立石神井,石神井,4,1,,,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-20,都立葛飾野,葛飾野,駒澤大学高等学校,駒澤大高,1,6,,,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-26,都立東久留米総合,東久留米総合,都立駒場,駒場,1,3,,,https://koko-soccer.com/score/8
2014,関東,都予選,2014-04-26,成立学園,成立学園,駒澤大学高等学校,駒澤大高,2,2,4,5,https://koko-soccer.com/score/8
2014,関東,都予選,2014-05-06,都立駒場,駒場,駒澤大学高等学校,駒澤大高,2,1,,,https://koko-soccer.com/score/8
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-11-22,都立墨田工,墨田工,都立葛飾商,葛飾商,1,4,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-11-22,都立小岩,小岩,安田学園,安田学園,2,3,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-11-22,共栄学園,共栄学園,かえつ有明,かえつ有明,0,9,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-11-22,都立葛飾総合,葛飾総合,都立本所,本所,2,3,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-11-22,都立深川,深川,都立科学技術,科学技術,4,1,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-11-22,都立日本橋,日本橋,都立竹台,竹台,14,0,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-11-22,都立東,東,都立紅葉川,紅葉川,0,0,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-11-22,都立城東,城東,都立三商,三商,9,0,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-11-22,開成,開成,都立江戸川,江戸川,2,0,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-11-22,日大一,日大一,都立墨田川,墨田川,1,2,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-11-22,都立両国,両国,都立篠崎,篠崎,1,4,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-11-22,都立葛飾野,葛飾野,都立橘,橘,8,0,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-11-22,都立荒川工,荒川工,都立南葛飾,南葛飾,0,7,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-11-22,都立葛西南,葛西南,都立葛西工,葛西工,2,0,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-11-29,都立小松川,小松川,都立葛飾商,葛飾商,2,1,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-11-29,安田学園,安田学園,かえつ有明,かえつ有明,0,2,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-11-29,都立本所,本所,都立深川,深川,1,1,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-11-29,都立日本橋,日本橋,都立紅葉川,紅葉川,0,3,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-11-29,都立城東,城東,開成,開成,0,3,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-11-29,都立墨田川,墨田川,都立篠崎,篠崎,4,1,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-11-29,都立葛飾野,葛飾野,都立南葛飾,南葛飾,5,0,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-12-06,都立葛西南,葛西南,修徳,修徳,0,2,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-12-06,都立小松川,小松川,かえつ有明,かえつ有明,1,3,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-12-06,都立深川,深川,都立紅葉川,紅葉川,1,1,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-12-06,開成,開成,都立墨田川,墨田川,2,1,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-12-13,都立葛飾野,葛飾野,修徳,修徳,1,1,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-12-20,かえつ有明,かえつ有明,都立紅葉川,紅葉川,4,0,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-12-20,開成,開成,修徳,修徳,0,3,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第1地区,2015-12-23,かえつ有明,かえつ有明,修徳,修徳,0,2,,,https://koko-soccer.com/score/243
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-15,都立小石川中等教育学校,小石川中等教育学校,獨協,獨協,0,3,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-15,中大附,中大附属,足立学園,足立学園,0,1,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-15,豊南,豊南,立教池袋,立教池袋,0,5,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-15,貞静学園,貞静学園,都立江北,江北,1,4,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-15,京北,京北,郁文館,郁文館,2,5,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-15,都立豊島,豊島,筑波大附,筑波大学附属,4,1,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-15,豊島学院,豊島学院,都立淵江,淵江,4,1,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-15,都立荒川商,荒川商,都立足立西,足立西,3,5,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-15,城西大城西,城西大城西,昭和一,昭和一,0,4,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-15,都立足立新田,足立新田,京華,京華,0,4,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-15,京華商,京華商,淑徳巣鴨,淑徳巣鴨,1,3,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-22,駒込,駒込,獨協,獨協,7,1,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-22,都立足立,足立,本郷,本郷,0,13,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-22,都立竹早,竹早,都立千早,千早,4,0,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-22,都立青井,青井,都立文京,文京,0,3,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-22,巣鴨,巣鴨,都立足立工,足立工,2,2,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-22,立教池袋,立教池袋,学習院,学習院,1,2,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-23,日大豊山,日大豊山,足立学園,足立学園,2,2,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-23,都立足立,足立,都立向丘,向丘,1,0,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-22,都立江北,江北,郁文館,郁文館,1,1,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-22,都立豊島,豊島,豊島学院,豊島学院,3,1,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-23,都立足立西,足立西,昭和一,昭和一,1,2,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-23,京華,京華,淑徳巣鴨,淑徳巣鴨,0,2,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-23,駒込,駒込,本郷,本郷,1,1,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-23,都立竹早,竹早,都立文京,文京,0,0,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-23,都立足立工,足立工,学習院,学習院,0,15,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-28,日大豊山,日大豊山,都立足立,足立,5,0,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-29,本郷,本郷,都立江北,江北,2,0,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-29,都立豊島,豊島,昭和一,昭和一,3,0,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-29,日大豊山,日大豊山,淑徳巣鴨,淑徳巣鴨,3,1,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-11-29,都立文京,文京,学習院,学習院,2,7,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-12-13,本郷,本郷,都立豊島,豊島,0,2,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-12-13,日大豊山,日大豊山,学習院,学習院,3,2,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第2地区,2015-12-20,都立豊島,豊島,日大豊山,日大豊山,2,1,,,https://koko-soccer.com/score/245
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-15,都立北園,北園,都立王子総合,王子総合,2,1,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-15,國學院,国学院,都立白鴎,白鴎,9,1,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-15,早稲田,早稲田,青山学院,青山学院,0,2,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-15,日本ウェルネス,日本ウェルネス,都立青山,青山,3,2,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-15,芝浦工大高,芝浦工大高,都立広尾,広尾,0,0,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-15,聖学院,聖学院,順天,順天,0,12,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-22,駿台学園,駿台学園,都立北園,北園,0,0,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-22,都立板橋有徳,板橋有徳,淑徳,淑徳,0,6,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-22,桜丘,桜丘,都立飛鳥,飛鳥,4,0,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-22,都立高島,高島,國學院,国学院,1,1,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-22,第一商,第一商,渋谷教育学園渋谷,渋谷教育学園渋谷,0,4,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-22,都立新宿,新宿,都立赤羽商,赤羽商,1,0,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-22,青山学院,青山学院,東京成徳大高,東京成徳大高,1,3,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-22,目白研心,目白研心,日本ウェルネス,日本ウェルネス,4,0,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-22,大智学園,大智学園,成城,成城,0,2,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-22,都立蔵前工,蔵前工,岩倉,岩倉,12,0,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-22,芝浦工大高,芝浦工大高,都立大山,大山,1,5,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-22,城北,城北,上野学園,上野学園,10,0,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-22,都立板橋,板橋,都立戸山,戸山,1,6,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-22,武蔵野,武蔵野,都立上野,上野,1,0,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-22,順天,順天,大東大一,大東大一,0,4,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-23,都立北園,北園,淑徳,淑徳,1,2,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-23,海城,海城,桜丘,桜丘,4,0,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-23,國學院,国学院,渋谷教育学園渋谷,渋谷教育学園渋谷,5,1,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-23,都立新宿,新宿,東京成徳大高,東京成徳大高,0,0,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-23,目白研心,目白研心,成城,成城,1,1,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-23,都立蔵前工,蔵前工,都立大山,大山,0,7,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-23,城北,城北,都立戸山,戸山,6,0,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-23,武蔵野,武蔵野,大東大一,大東大一,0,0,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-29,淑徳,淑徳,海城,海城,0,1,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-29,國學院,国学院,都立新宿,新宿,0,0,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-29,成城,成城,都立大山,大山,0,0,,,https://koko-soccer.com/score/246
