年度,大会,段階,日付,チームA,学校A,チームB,学校B,得点A,得点B,PK_A,PK_B,出典
2020,新人戦,新人戦（新人選手権大会）第5地区,,都立富士,富士,都立鷺宮,鷺宮,1,0,,,https://koko-soccer.com/score/2174
2020,新人戦,新人戦（新人選手権大会）第5地区,,明大中野,明大中野,文化学園大学杉並中学・高等学校,文化学園大学杉並中学・,3,0,,,https://koko-soccer.com/score/2174
2020,新人戦,新人戦（新人選手権大会）第5地区,,都立田無工,田無工,都立杉並,杉並,1,3,,,https://koko-soccer.com/score/2174
2020,新人戦,新人戦（新人選手権大会）第5地区,,杉並学院,杉並学院,専修大附,専修大附,2,5,,,https://koko-soccer.com/score/2174
2020,新人戦,新人戦（新人選手権大会）第5地区,,都立杉並総合,杉並総合,都立石神井,石神井,0,7,,,https://koko-soccer.com/score/2174
2020,新人戦,新人戦（新人選手権大会）第5地区,,早大学院,早大学院,宝仙学園,宝仙学園,5,0,,,https://koko-soccer.com/score/2174
2020,新人戦,新人戦（新人選手権大会）第5地区,,都立保谷,保谷,日大鶴ヶ丘,日大鶴ヶ丘,0,0,3,1,https://koko-soccer.com/score/2174
2020,新人戦,新人戦（新人選手権大会）第5地区,,都立武蔵丘,武蔵丘,都立光丘,光丘,1,2,,,https://koko-soccer.com/score/2174
2020,新人戦,新人戦（新人選手権大会）第5地区,,日大二,日大二,都立大泉,大泉,3,1,,,https://koko-soccer.com/score/2174
2020,新人戦,新人戦（新人選手権大会）第5地区,,都立武蔵,都立武蔵,中大杉並,中大杉並,1,2,,,https://koko-soccer.com/score/2174
2020,新人戦,新人戦（新人選手権大会）第5地区,,都立豊多摩,豊多摩,都立富士,富士,0,0,5,3,https://koko-soccer.com/score/2174
2020,新人戦,新人戦（新人選手権大会）第5地区,,明大中野,明大中野,都立杉並,杉並,0,1,,,https://koko-soccer.com/score/2174
2020,新人戦,新人戦（新人選手権大会）第5地区,,専修大附,専修大附,都立石神井,石神井,0,1,,,https://koko-soccer.com/score/2174
2020,新人戦,新人戦（新人選手権大会）第5地区,,早大学院,早大学院,都立保谷,保谷,2,0,,,https://koko-soccer.com/score/2174
2020,新人戦,新人戦（新人選手権大会）第5地区,,都立光丘,光丘,日大二,日大二,0,2,,,https://koko-soccer.com/score/2174
2020,新人戦,新人戦（新人選手権大会）第5地区,,中大杉並,中大杉並,都立豊多摩,豊多摩,1,3,,,https://koko-soccer.com/score/2174
2020,新人戦,新人戦（新人選手権大会）第5地区,,都立杉並,杉並,都立石神井,石神井,2,6,,,https://koko-soccer.com/score/2174
2020,新人戦,新人戦（新人選手権大会）第5地区,,早大学院,早大学院,日大二,日大二,2,0,,,https://koko-soccer.com/score/2174
2020,新人戦,新人戦（新人選手権大会）第5地区,,都立豊多摩,豊多摩,都立石神井,石神井,1,0,,,https://koko-soccer.com/score/2174
2020,新人戦,新人戦（新人選手権大会）第5地区,,早大学院,早大学院,都立豊多摩,豊多摩,2,1,,,https://koko-soccer.com/score/2174
2020,新人戦,新人戦（新人選手権大会）第6地区,,都立町田,町田,東京都市大付,都市大付,1,2,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,三田国際,三田国際,目黒日大,目黒日大,2,4,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,都立目黒,目黒,都立山崎,山崎,2,1,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,目黒学院,目黒学院,日大櫻丘,日大櫻丘,1,2,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,都立国際,国際,桜美林,桜美林,0,0,4,3,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,世田谷学園,世田谷学園,駒場東邦,駒場東邦,1,1,2,4,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,都立総合工科,総合工科,都立千歳丘,千歳丘,0,1,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,和光,和光,筑波大駒場,筑波大駒場,0,1,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,都立芦花,芦花,都立野津田,野津田,1,2,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,玉川学園,玉川学園,都立若葉総合,若葉総合,2,1,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,都立町田工,町田工,日工大駒場,日工大駒場,3,4,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,都立成瀬,成瀬,都立町田総合,町田総合,0,0,5,4,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,科学技術学園,科学技術学園,自由ヶ丘学園,自由ヶ丘学園,0,11,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,都立深沢,深沢,大東学園,大東学園,2,3,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,東京都市大等々力,東京都市大等々力,都立松原,松原,0,4,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,東京都市大付,都市大付,目黒日大,目黒日大,0,0,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,都立小川,小川,都立目黒,目黒,0,0,5,6,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,日大櫻丘,日大櫻丘,成城学園,成城学園,0,1,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,都立国際,国際,駒場東邦,駒場東邦,2,1,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,都立桜町,桜町,都立千歳丘,千歳丘,5,0,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,筑波大駒場,筑波大駒場,都立野津田,野津田,0,4,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,玉川学園,玉川学園,日工大駒場,日工大駒場,0,0,1,4,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,都立成瀬,成瀬,自由ヶ丘学園,自由ヶ丘学園,3,1,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,大東学園,大東学園,都立松原,松原,3,1,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,日本学園,日本学園,目黒日大,目黒日大,1,0,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,都立目黒,目黒,成城学園,成城学園,0,1,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,都立駒場,駒場,都立国際,国際,2,0,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,都立桜町,桜町,東京学芸大附,東京学芸大附,1,2,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,東農大一,農大一,都立野津田,野津田,1,0,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,日工大駒場,日工大駒場,日大三,日大三,0,0,4,1,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,駒場学園,駒場学園,都立成瀬,成瀬,3,2,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,大東学園,大東学園,都立桜修館,桜修館中等,2,1,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,日本学園,日本学園,成城学園,成城学園,1,1,11,10,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,都立駒場,駒場,東京学芸大附,東京学芸大附,3,1,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,東農大一,農大一,日大三,日大三,0,2,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,,駒場学園,駒場学園,大東学園,大東学園,1,2,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,2021-04-04,日本学園,日本学園,都立駒場,駒場,0,1,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第6地区,2021-04-04,日大三,日大三,大東学園,大東学園,5,0,,,https://koko-soccer.com/score/2173
2020,新人戦,新人戦（新人選手権大会）第7地区,,都立神代,神代,都立日野台,日野台,0,2,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,都立立川国際中等教育学校,立川国際中等教育学校,都立八王子東,八王子東,0,4,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,明星,明星,都立永山,永山,2,0,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,都立府中,府中,多摩大聖ヶ丘,多摩大聖ヶ丘,13,0,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,穎明館,穎明館,都立府中工,府中工科,2,2,4,2,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,都立日野,日野,都立松が谷,松が谷,0,2,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,都立翔陽,翔陽,都立南多摩,南多摩,7,1,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,都立調布北,調布北,工学院大附,工学院大附,2,0,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,八王子実践,八王子実践,都立八王子北,八王子北,1,3,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,都立日野台,日野台,都立調布南,調布南,1,0,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,帝京大高,帝京大高,都立八王子東,八王子東,0,5,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,明星,明星,桐朋,桐朋,0,2,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,都立府中,府中,都立府中西,府中西,1,0,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,都立三鷹中等教育学校,三鷹中等教育学校,都立富士森,富士森,5,0,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,穎明館,穎明館,帝京八王子,帝京八王子,1,2,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,都立府中東,府中東,都立松が谷,松が谷,0,0,2,4,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,都立翔陽,翔陽,都立片倉,片倉,0,3,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,都立調布北,調布北,明大明治,明大明治,0,0,5,4,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,都立南平,南平,都立八王子北,八王子北,2,0,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,明大中野八王子,明大中野八王子,都立日野台,日野台,0,1,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,都立八王子東,八王子東,桐朋,桐朋,3,1,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,八王子,八王子,都立府中,府中,0,0,8,7,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,都立三鷹中等教育学校,三鷹中等教育学校,都立国立,国立,0,0,3,4,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,明星学園,明星学園,帝京八王子,帝京八王子,6,0,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,都立松が谷,松が谷,都立片倉,片倉,2,0,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,昭和第一学園,昭和第一学園,都立調布北,調布北,2,2,4,2,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,都立南平,南平,都立立川,立川,2,0,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,都立日野台,日野台,都立八王子東,八王子東,3,0,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,八王子,八王子,都立国立,国立,1,2,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,明星学園,明星学園,都立松が谷,松が谷,1,1,6,5,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,昭和第一学園,昭和第一学園,都立南平,南平,3,0,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,都立日野台,日野台,都立国立,国立,2,1,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第7地区,,明星学園,明星学園,昭和第一学園,昭和第一学園,3,0,,,https://koko-soccer.com/score/2172
2020,新人戦,新人戦（新人選手権大会）第8地区,,都立武蔵村山,武蔵村山,都立武蔵野北,武蔵野北,2,0,,,https://koko-soccer.com/score/2171
2020,新人戦,新人戦（新人選手権大会）第8地区,,都立清瀬,清瀬,聖徳学園,聖徳学園,0,1,,,https://koko-soccer.com/score/2171
2020,新人戦,新人戦（新人選手権大会）第8地区,,都立武蔵,都立武蔵,都立五日市,五日市,1,0,,,https://koko-soccer.com/score/2171
2020,新人戦,新人戦（新人選手権大会）第8地区,,都立秋留台,秋留台,明学東村山,明治学院東村山,0,2,,,https://koko-soccer.com/score/2171
2020,新人戦,新人戦（新人選手権大会）第8地区,,都立上水,上水,都立羽村,羽村,3,1,,,https://koko-soccer.com/score/2171
2020,新人戦,新人戦（新人選手権大会）第8地区,,都立青梅総合,青梅総合,都立昭和,昭和,1,2,,,https://koko-soccer.com/score/2171
2020,新人戦,新人戦（新人選手権大会）第8地区,,都立小平南,小平南,都立東村山,東村山,2,0,,,https://koko-soccer.com/score/2171
2020,新人戦,新人戦（新人選手権大会）第8地区,,都立多摩,多摩,国際基督教大高,国際基督教大高,2,1,,,https://koko-soccer.com/score/2171
2020,新人戦,新人戦（新人選手権大会）第8地区,,都立拝島,拝島,都立多摩工,多摩工,3,0,,,https://koko-soccer.com/score/2171
