年度,リーグ,ブロック,節,日付,時刻,ホーム,アウェイ,ホーム得点,アウェイ得点,会場,実施,ホーム学校,ホーム区分,アウェイ学校,アウェイ区分,出典
2025,T5,Bブロック,2,2025-04-05,11:00,成立C,日野台,2,1,成立学園鷲宮グラウンド,済,成立学園,C,日野台,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,2,2025-04-06,14:00,駒込,日大豊山B,1,3,日本大学豊山高校中台総合G,済,駒込,A,日大豊山,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,2,2025-04-06,15:00,久我山D,東久留米B,1,4,東久留米総合高校,済,国学院久我山,D,東久留米総合,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,2,2025-04-06,17:00,学習院,実践C,0,5,実践学園高尾グラウンド,済,学習院,A,実践学園,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,2,2025-04-07,10:00,明大中野,正則学園,2,1,南豊ヶ丘フィールド,済,明大中野,A,正則学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,3,2025-04-19,17:15,実践C,久我山D,5,2,実践学園高尾グラウンド,済,実践学園,C,国学院久我山,D,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,3,2025-04-20,14:00,日大豊山B,日野台,2,1,日大豊山中台グラウンド,済,日大豊山,B,日野台,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,3,2025-04-20,15:00,学習院,成立C,1,2,学習院中高等科第１グラウンド,済,学習院,A,成立学園,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,3,2025-04-23,18:00,正則学園,駒込,0,4,駒沢公園第二球技場,済,正則学園,A,駒込,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,3,2025-05-06,10:00,東久留米B,明大中野,3,0,東久留米総合高校グラウンド,済,東久留米総合,B,明大中野,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,4,2025-05-17,15:30,明大中野,実践C,0,2,実践学園高尾グランド,済,明大中野,A,実践学園,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,4,2025-05-23,18:30,日野台,正則学園,1,3,赤羽スポーツの森グラウンド,済,日野台,A,正則学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,4,2025-05-25,10:00,駒込,東久留米B,0,3,東久留米総合高校,済,駒込,A,東久留米総合,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,4,2025-06-21,16:00,成立C,日大豊山B,7,1,成立学園鷲宮グラウンド,済,成立学園,C,日大豊山,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,4,2025-06-29,10:00,学習院,久我山D,0,2,学習院中高第1グラウンド,済,学習院,A,国学院久我山,D,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,5,2025-06-01,09:00,東久留米B,日野台,4,1,東久留米総合高校グラウンド,済,東久留米総合,B,日野台,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,5,2025-06-01,15:30,明大中野,学習院,2,3,学習院中高等科第１グラウンド,済,明大中野,A,学習院,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,5,2025-06-01,16:00,久我山D,成立C,0,6,成立学園鷲宮グラウンド,済,国学院久我山,D,成立学園,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,5,2025-06-22,14:00,実践C,駒込,3,1,実践学園高尾グランド,済,実践学園,C,駒込,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,5,2025-06-29,14:00,正則学園,日大豊山B,1,3,日大豊山中台グラウンド,済,正則学園,A,日大豊山,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,6,2025-06-06,17:10,久我山D,明大中野,0,3,高井戸公園グラウンド,済,国学院久我山,D,明大中野,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,6,2025-06-07,11:00,成立C,正則学園,4,1,成立学園鷲宮グラウンド,済,成立学園,C,正則学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,6,2025-06-08,10:00,日大豊山B,東久留米B,0,4,東久留米総合高校,済,日大豊山,B,東久留米総合,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,6,2025-06-08,16:00,学習院,駒込,2,1,学習院中高等科第１グラウンド,済,学習院,A,駒込,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,6,2025-06-08,17:00,日野台,実践C,0,0,実践学園高尾グランド,済,日野台,A,実践学園,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,7,2025-06-15,09:30,東久留米B,正則学園,6,2,東久留米総合高校,済,東久留米総合,B,正則学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,7,2025-06-15,10:00,日野台,学習院,4,2,学習院中高等科第１グラウンド,済,日野台,A,学習院,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,7,2025-06-15,13:00,明大中野,成立C,2,2,成立学園鷲宮グラウンド,済,明大中野,A,成立学園,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,7,2025-06-15,13:30,実践C,日大豊山B,1,2,実践学園高尾G,済,実践学園,C,日大豊山,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,7,2025-06-15,18:00,駒込,久我山D,1,2,國學院大學たまプラーザグラウンド,済,駒込,A,国学院久我山,D,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,8,2025-09-06,11:00,成立C,東久留米B,0,2,成立学園鷲宮グラウンド,済,成立学園,C,東久留米総合,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,8,2025-09-06,18:00,正則学園,実践C,3,1,実践学園高尾グラウンド,済,正則学園,A,実践学園,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,8,2025-09-06,19:00,明大中野,駒込,0,0,東京朝鮮高校グラウンド,済,明大中野,A,駒込,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,8,2025-09-07,17:00,学習院,日大豊山B,2,3,学習院中高等科第1グラウンド,済,学習院,A,日大豊山,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,8,2025-09-23,09:15,久我山D,日野台,1,4,國學院久我山高校グラウンド,済,国学院久我山,D,日野台,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,9,2025-09-28,10:00,日野台,明大中野,0,1,日野台高校グラウンド,済,日野台,A,明大中野,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,9,2025-09-28,13:00,正則学園,学習院,1,3,学習院中高等科第１グラウンド,済,正則学園,A,学習院,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,9,2025-09-28,13:00,駒込,成立C,2,3,成立学園鷲宮グラウンド,済,駒込,A,成立学園,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,9,2025-09-28,13:30,実践C,東久留米B,2,1,実践学園高尾グラウンド,済,実践学園,C,東久留米総合,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,9,2025-09-28,16:30,日大豊山B,久我山D,4,4,日本大学豊山高校中台総合G,済,日大豊山,B,国学院久我山,D,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Cブロック,1,2025-04-01,09:00,城北,大東文化第一,0,2,城北高校,済,城北,A,大東文化一,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,1,2025-04-01,09:30,大森FC,専大附,2,0,清瀬A面,済,大森FC,A,専修大附,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,1,2025-04-01,16:15,豊島学院,かえつ有明,1,1,補助競技場,済,豊島学院,A,かえつ有明,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,1,2025-04-01,17:00,青稜,修徳C,2,0,南豊ヶ丘フィールド,済,青稜,A,修徳,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,1,2025-04-02,18:00,関東第一C,南葛飾,7,0,新砂サッカー場,済,関東第一,C,南葛飾,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,2,2025-04-04,10:00,青稜,専大附,0,1,南豊ヶ丘フィールド,済,青稜,A,専修大附,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,2,2025-04-05,09:00,城北,修徳C,1,2,城北高校,済,城北,A,修徳,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,2,2025-04-06,09:30,南葛飾,大森FC,1,0,南葛飾高校,済,南葛飾,A,大森FC,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,2,2025-04-12,17:00,大東文化第一,豊島学院,0,1,所沢航空公園サッカー場,済,大東文化一,A,豊島学院,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,2,2025-06-20,18:00,かえつ有明,関東第一C,2,2,駒沢第二グラウンド,済,かえつ有明,A,関東第一,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,3,2025-04-20,09:00,城北,青稜,2,3,城北高校,済,城北,A,青稜,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,3,2025-04-20,09:30,南葛飾,専大附,4,0,南葛飾高校,済,南葛飾,A,専修大附,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,3,2025-04-20,11:00,大森FC,かえつ有明,1,6,かえつ有明高校,済,大森FC,A,かえつ有明,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,3,2025-04-21,16:05,豊島学院,修徳C,0,3,新砂サッカー場,済,豊島学院,A,修徳,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,3,2025-04-23,18:00,関東第一C,大東文化第一,2,1,清瀬B面,済,関東第一,C,大東文化一,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,4,2025-05-17,18:05,大東文化第一,大森FC,2,2,レッズランド,済,大東文化一,A,大森FC,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,4,2025-05-22,15:45,青稜,豊島学院,1,0,未定,済,青稜,A,豊島学院,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,4,2025-05-24,14:45,修徳C,関東第一C,0,4,新砂サッカー場,済,修徳,C,関東第一,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,4,2025-05-25,09:00,専大附,城北,1,5,城北高校,済,専修大附,A,城北,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,4,2025-06-30,18:00,南葛飾,かえつ有明,3,2,駒沢第二,済,南葛飾,A,かえつ有明,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,5,2025-05-28,18:00,大森FC,修徳C,1,0,清瀬A面,済,大森FC,A,修徳,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,5,2025-05-30,18:05,関東第一C,青稜,2,0,東新小岩運動場,済,関東第一,C,青稜,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,5,2025-06-01,09:00,かえつ有明,専大附,4,1,かえつ有明高校,済,かえつ有明,A,専修大附,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,5,2025-06-01,09:00,豊島学院,城北,1,3,城北高校,済,豊島学院,A,城北,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,5,2025-06-01,18:05,大東文化第一,南葛飾,4,1,レッズランド,済,大東文化一,A,南葛飾,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,6,2025-06-07,18:05,かえつ有明,大東文化第一,0,6,レッズランド,済,かえつ有明,A,大東文化一,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,6,2025-06-08,08:30,専大附,豊島学院,3,0,都立武蔵丘高校,済,専修大附,A,豊島学院,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,6,2025-06-08,09:00,城北,関東第一C,2,1,城北高校,済,城北,A,関東第一,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,6,2025-06-09,17:30,南葛飾,修徳C,0,2,東小岩グラウンド,済,南葛飾,A,修徳,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,6,2025-06-22,18:05,青稜,大森FC,1,1,レッズランド,済,青稜,A,大森FC,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,7,2025-06-11,17:30,修徳C,かえつ有明,4,2,新砂サッカー場,済,修徳,C,かえつ有明,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,7,2025-06-15,09:00,大森FC,城北,0,1,城北高校,済,大森FC,A,城北,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,7,2025-06-15,15:00,青稜,南葛飾,1,1,南葛飾高校,済,青稜,A,南葛飾,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,7,2025-06-16,19:00,関東第一C,豊島学院,10,0,新砂サッカー場,済,関東第一,C,豊島学院,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,7,2025-06-19,18:00,大東文化第一,専大附,3,2,清瀬B面,済,大東文化一,A,専修大附,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,8,2025-09-06,18:05,豊島学院,大森FC,1,2,レッズランド,済,豊島学院,A,大森FC,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,8,2025-09-07,09:00,南葛飾,城北,0,0,城北高校,済,南葛飾,A,城北,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,8,2025-09-07,09:00,かえつ有明,青稜,6,1,かえつ有明高校,済,かえつ有明,A,青稜,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,8,2025-09-10,17:45,専大附,関東第一C,0,3,和光大学第１グラウンド,済,専修大附,A,関東第一,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,8,2025-09-11,18:00,大東文化第一,修徳C,0,2,清瀬A面,済,大東文化一,A,修徳,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,9,2025-09-28,09:30,豊島学院,南葛飾,0,0,南葛飾高校,済,豊島学院,A,南葛飾,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,9,2025-10-01,09:00,城北,かえつ有明,1,3,城北高校,済,城北,A,かえつ有明,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,9,2025-10-01,14:00,青稜,大東文化第一,2,1,清瀬A面,済,青稜,A,大東文化一,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,9,2025-10-01,16:15,修徳C,専大附,0,0,清瀬A面,済,修徳,C,専修大附,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Cブロック,9,2025-10-01,18:30,大森FC,関東第一C,0,2,清瀬A面,済,大森FC,A,関東第一,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=11
2025,T5,Dブロック,1,2025-04-01,13:00,明大八王子,片倉,5,0,明治大学付属八王子高等学校,済,明大八王子,A,片倉,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=12
2025,T5,Dブロック,1,2025-04-01,16:00,東海大高輪台C,Raiz Chofu,14,0,東海大高輪台総合グラウンド,済,東海大高輪台,C,RaizChofu,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=12
2025,T5,Dブロック,1,2025-04-01,18:30,城東,国立,0,0,補助競技場,済,城東,A,国立,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=12
2025,T5,Dブロック,1,2025-04-02,09:00,武蔵,大森学園B,1,0,未定,済,武蔵,A,大森学園,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=12
2025,T5,Dブロック,1,2025-04-02,14:00,日体大荏原,東,3,1,第二球技場,済,日体大荏原,A,東,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=12
2025,T5,Dブロック,2,2025-04-05,10:00,国立,日体大荏原,0,3,NICHIBUN SAKURA FIELD,済,国立,A,日体大荏原,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=12
2025,T5,Dブロック,2,2025-04-05,12:00,大森学園B,城東,1,2,NICHIBUN SAKURA FIELD,済,大森学園,B,城東,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=12
2025,T5,Dブロック,2,2025-04-06,13:00,東,明大八王子,3,2,明治大学付属八王子高等学校,済,東,A,明大八王子,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=12
2025,T5,Dブロック,2,2025-04-06,14:30,片倉,東海大高輪台C,2,4,片倉高校グラウンド,済,片倉,A,東海大高輪台,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=12
2025,T5,Dブロック,2,2025-04-06,17:30,Raiz Chofu,武蔵,0,2,調布西町サッカー場,済,RaizChofu,A,武蔵,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=12
2025,T5,Dブロック,3,2025-04-19,17:00,日体大荏原,城東,5,0,岩倉高等学校グラウンド,済,日体大荏原,A,城東,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=12
2025,T5,Dブロック,3,2025-04-20,09:30,武蔵,片倉,1,1,武蔵高等学校グラウンド,済,武蔵,A,片倉,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=12
2025,T5,Dブロック,3,2025-04-20,13:00,東海大高輪台C,東,1,1,東海大高輪台総合グラウンド,済,東海大高輪台,C,東,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=12
2025,T5,Dブロック,3,2025-04-20,15:00,明大八王子,国立,1,0,明治大学付属八王子高等学校,済,明大八王子,A,国立,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=12
2025,T5,Dブロック,3,2025-04-20,17:30,Raiz Chofu,大森学園B,0,5,調布西町サッカー場,済,RaizChofu,A,大森学園,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=12
2025,T5,Dブロック,4,2025-05-18,09:00,東,武蔵,1,3,武蔵高等学校グラウンド,済,東,A,武蔵,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=12
2025,T5,Dブロック,4,2025-05-25,13:00,城東,明大八王子,1,2,明治大学付属八王子高等学校,済,城東,A,明大八王子,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=12
2025,T5,Dブロック,4,2025-05-25,17:30,Raiz Chofu,片倉,2,5,調布西町サッカー場,済,RaizChofu,A,片倉,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=12
2025,T5,Dブロック,4,2025-06-26,18:30,大森学園B,日体大荏原,0,2,清瀬内山運動公園A,済,大森学園,B,日体大荏原,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=12
2025,T5,Dブロック,4,2025-06-28,17:00,国立,東海大高輪台C,2,3,東海大高輪台総合グラウンド,済,国立,A,東海大高輪台,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=12
2025,T5,Dブロック,5,2025-06-01,09:00,武蔵,国立,1,2,武蔵高等学校グラウンド,済,武蔵,A,国立,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=12
2025,T5,Dブロック,5,2025-06-01,10:00,東海大高輪台C,城東,4,0,東海大高輪台総合グラウンド,済,東海大高輪台,C,城東,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=12
2025,T5,Dブロック,5,2025-06-01,13:00,明大八王子,日体大荏原,1,1,明治大学付属八王子高等学校,済,明大八王子,A,日体大荏原,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=12
