年度,リーグ,ブロック,節,日付,時刻,ホーム,アウェイ,ホーム得点,アウェイ得点,会場,実施,ホーム学校,ホーム区分,アウェイ学校,アウェイ区分,出典
2025,T4,Aブロック,3,2025-04-19,14:00,大成B,葛飾野,4,0,日本工学院総合グラウンド,済,大成,B,葛飾野,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,3,2025-04-20,09:10,久我山C,東大和,1,1,高井戸公園グラウンド,済,国学院久我山,C,東大和,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,3,2025-04-20,10:00,駒大C,明大世田谷,6,0,駒澤大学玉川キャンパス,済,駒澤大高,C,明大世田谷,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,3,2025-04-27,11:00,東京成徳,堀越B,2,3,東京成徳八千代グラウンド,済,東京成徳大高,A,堀越,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,3,2025-05-06,11:45,駒場,大森学園,1,2,森ケ崎公園サッカー場,済,駒場,A,大森学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,4,2025-05-25,10:00,堀越B,久我山C,6,0,堀越学園総合グラウンド,済,堀越,B,国学院久我山,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,4,2025-05-25,18:00,葛飾野,駒大C,3,1,奥戸総合スポーツセンター,済,葛飾野,A,駒澤大高,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,4,2025-06-21,16:00,明大世田谷,駒場,1,1,日本工学院八王子専門学校,済,明大世田谷,A,駒場,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,4,2025-06-27,18:30,大成B,東大和,3,1,清瀬内山B,済,大成,B,東大和,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,4,2025-06-29,11:00,大森学園,東京成徳,1,1,東京成徳大八千代グラウンド,済,大森学園,A,東京成徳大高,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,5,2025-06-01,11:00,東京成徳,明大世田谷,1,1,東京成徳八千代グラウンド,済,東京成徳大高,A,明大世田谷,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,5,2025-06-02,19:10,駒場,駒大C,1,2,稲城ヴェルディフィールド,済,駒場,A,駒澤大高,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,5,2025-06-20,18:30,久我山C,大森学園,1,1,清瀬内山A,済,国学院久我山,C,大森学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,5,2025-06-22,14:00,東大和,葛飾野,1,0,駒沢第2球技場,済,東大和,A,葛飾野,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,5,2025-09-14,09:30,堀越B,大成B,2,2,堀越学園八王子総合体育施設・学習センター,済,堀越,B,大成,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,6,2025-06-08,09:00,大成B,大森学園,0,3,NICHIBUN　SAKURA　FIELD,済,大成,B,大森学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,6,2025-06-08,10:00,東大和,堀越B,1,2,堀越学園総合グラウンド,済,東大和,A,堀越,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,6,2025-06-08,11:00,駒大C,東京成徳,1,1,東京成徳八千代グラウンド,済,駒澤大高,C,東京成徳大高,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,6,2025-06-08,11:00,葛飾野,駒場,0,3,新小岩陸上競技場,済,葛飾野,A,駒場,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,6,2025-06-08,18:00,明大世田谷,久我山C,1,3,國學院大学たまプラーザG,済,明大世田谷,A,国学院久我山,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,7,2025-06-13,18:00,久我山C,駒大C,2,1,駒沢第二球技場,済,国学院久我山,C,駒澤大高,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,7,2025-06-14,15:30,大森学園,東大和,5,1,亜細亜大学日の出キャンパス,済,大森学園,A,東大和,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,7,2025-06-15,11:00,東京成徳,駒場,0,2,東京成徳八千代グラウンド,済,東京成徳大高,A,駒場,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,7,2025-06-15,12:30,堀越B,葛飾野,7,0,堀越学園総合グラウンド,済,堀越,B,葛飾野,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,7,2025-06-18,18:00,明大世田谷,大成B,0,4,清瀬内山B面,済,明大世田谷,A,大成,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,8,2025-09-06,19:15,大成B,駒大C,1,0,朝鮮大学校敷地内　フットボールパーク小平立川,済,大成,B,駒澤大高,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,8,2025-09-07,10:00,堀越B,大森学園,1,2,堀越学園総合グラウンド,済,堀越,B,大森学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,8,2025-09-07,11:00,葛飾野,東京成徳,1,2,東京成徳八千代グラウンド,済,葛飾野,A,東京成徳大高,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,8,2025-09-15,10:00,駒場,久我山C,1,2,國學院大學相模原グラウンド,済,駒場,A,国学院久我山,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,8,2025-09-25,19:00,東大和,明大世田谷,1,1,福生市営競技場,済,東大和,A,明大世田谷,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,9,2025-09-27,16:00,大森学園,葛飾野,2,1,尚美学園大学グラウンド,済,大森学園,A,葛飾野,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,9,2025-09-27,18:00,久我山C,東京成徳,1,2,清瀬内山A面,済,国学院久我山,C,東京成徳大高,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,9,2025-09-27,18:05,駒大C,東大和,2,0,レッズランド人工芝グラウンド,済,駒澤大高,C,東大和,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,9,2025-09-27,19:10,駒場,大成B,1,2,小さな森の家フィールド,済,駒場,A,大成,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Aブロック,9,2025-09-28,10:00,明大世田谷,堀越B,1,4,堀越学園総合グラウンド,済,明大世田谷,A,堀越,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=7
2025,T4,Bブロック,1,2025-04-01,09:30,国士舘B,明星学園,4,0,駒沢公園補助競技場,済,国士舘,B,明星学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,1,2025-04-01,11:45,昭和第一学園,日大鶴ヶ丘,7,1,駒沢公園補助競技場,済,昭和第一学園,A,日大鶴ヶ丘,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,1,2025-04-01,11:45,修徳B,東大和南,1,2,駒沢公園第二球技場,済,修徳,B,東大和南,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,1,2025-04-01,13:00,保善,東海大高輪台B,0,3,東海大高輪台総合グラウンド,済,保善,A,東海大高輪台,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,1,2025-04-02,15:00,国分寺,明大明治,3,0,明治大学付属明治高等学校グラウンド,済,国分寺,A,明大明治,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,2,2025-04-05,11:45,明星学園,昭和第一学園,1,1,駒沢公園第二球技場,済,明星学園,A,昭和第一学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,2,2025-04-05,16:15,東大和南,国士舘B,1,0,駒沢公園第二球技場,済,東大和南,A,国士舘,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,2,2025-04-06,11:00,日大鶴ヶ丘,国分寺,0,2,NICHIBUN SAKURA FIELD,済,日大鶴ヶ丘,A,国分寺,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,2,2025-04-06,16:00,東海大高輪台B,修徳B,1,1,東海大高輪台総合グラウンド,済,東海大高輪台,B,修徳,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,2,2025-04-07,15:00,明大明治,保善,2,2,明治大学付属明治高等学校グラウンド,済,明大明治,A,保善,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,3,2025-04-19,17:45,修徳B,保善,2,3,つくば学院大学Ｔフィールド,済,修徳,B,保善,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,3,2025-04-20,16:00,昭和第一学園,東大和南,2,1,昭和第一学園G,済,昭和第一学園,A,東大和南,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,3,2025-04-21,18:00,国士舘B,東海大高輪台B,2,3,国士舘楓の杜グラウンド,済,国士舘,B,東海大高輪台,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,3,2025-05-05,13:30,日大鶴ヶ丘,明大明治,2,0,明治大学付属明治高等学校グラウンド,済,日大鶴ヶ丘,A,明大明治,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,3,2025-05-07,16:15,国分寺,明星学園,0,3,東大和市清原中央公園運動広場,済,国分寺,A,明星学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,4,2025-05-24,14:05,東大和南,国分寺,2,1,東大和市清原中央公園運動広場,済,東大和南,A,国分寺,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,4,2025-05-25,13:30,明大明治,修徳B,2,4,明治大学付属明治高等学校グラウンド,済,明大明治,A,修徳,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,4,2025-05-25,14:30,保善,国士舘B,1,2,NICHIBUN SAKURA FIELD,済,保善,A,国士舘,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,4,2025-06-22,16:30,日大鶴ヶ丘,明星学園,0,2,朝鮮大学グラウンド,済,日大鶴ヶ丘,A,明星学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,4,2025-09-23,12:30,東海大高輪台B,昭和第一学園,2,2,東海大高輪台総合グラウンド,済,東海大高輪台,B,昭和第一学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,5,2025-05-30,18:00,国分寺,東海大高輪台B,3,1,清瀬内山公園　A面,済,国分寺,A,東海大高輪台,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,5,2025-06-01,13:30,明星学園,明大明治,4,1,明治大学付属明治高等学校グラウンド,済,明星学園,A,明大明治,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,5,2025-06-01,14:05,東大和南,日大鶴ヶ丘,4,0,朝鮮大学グラウンド,済,東大和南,A,日大鶴ヶ丘,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,5,2025-06-01,14:30,国士舘B,修徳B,1,1,NICHIBUN SAKURA FIELD,済,国士舘,B,修徳,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,5,2025-06-01,15:30,昭和第一学園,保善,3,1,昭和第一学園G,済,昭和第一学園,A,保善,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,6,2025-06-08,13:30,明大明治,国士舘B,0,1,明治大学付属明治高等学校グラウンド,済,明大明治,A,国士舘,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,6,2025-06-08,16:00,修徳B,昭和第一学園,1,1,昭和第一学園G,済,修徳,B,昭和第一学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,6,2025-06-08,16:00,保善,国分寺,2,2,菅生学びの城G,済,保善,A,国分寺,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,6,2025-06-09,18:30,明星学園,東大和南,0,2,朝鮮大学グラウンド,済,明星学園,A,東大和南,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,6,2025-06-29,10:00,日大鶴ヶ丘,東海大高輪台B,3,3,東海大高輪台総合グラウンド,済,日大鶴ヶ丘,A,東海大高輪台,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,7,2025-06-12,18:00,保善,日大鶴ヶ丘,4,2,駒沢公園第二球技場,済,保善,A,日大鶴ヶ丘,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,7,2025-06-13,18:00,国分寺,修徳B,2,2,清瀬内山A面,済,国分寺,A,修徳,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,7,2025-06-14,16:15,昭和第一学園,国士舘B,2,1,駒沢公園第二球技場,済,昭和第一学園,A,国士舘,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,7,2025-06-15,10:00,東海大高輪台B,明星学園,1,0,東海大高輪台総合グラウンド,済,東海大高輪台,B,明星学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,7,2025-06-15,13:30,東大和南,明大明治,10,0,明治大学付属明治高等学校グラウンド,済,東大和南,A,明大明治,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,8,2025-09-04,18:00,東大和南,東海大高輪台B,5,0,清瀬内山公園　Ｂ面,済,東大和南,A,東海大高輪台,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,8,2025-09-07,14:30,国士舘B,国分寺,1,1,NICHIBUN SAKURA FIELD,済,国士舘,B,国分寺,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,8,2025-09-07,16:00,明大明治,昭和第一学園,1,3,明治大学付属明治高等学校グラウンド,済,明大明治,A,昭和第一学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,8,2025-09-10,18:00,日大鶴ヶ丘,修徳B,3,1,清瀬内山公園　A面,済,日大鶴ヶ丘,A,修徳,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,8,2025-10-01,09:45,明星学園,保善,2,2,南豊ヶ丘フィールド,済,明星学園,A,保善,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,9,2025-09-26,18:00,保善,東大和南,0,2,清瀬内山公園　A面,済,保善,A,東大和南,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,9,2025-09-27,14:00,国分寺,昭和第一学園,0,3,清瀬内山公園　A面,済,国分寺,A,昭和第一学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,9,2025-09-28,13:00,国士舘B,日大鶴ヶ丘,1,0,日本大学生物資源科学部グラウンド,済,国士舘,B,日大鶴ヶ丘,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,9,2025-09-28,14:00,東海大高輪台B,明大明治,3,1,東海大高輪台総合グラウンド,済,東海大高輪台,B,明大明治,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T4,Bブロック,9,2025-09-28,14:30,修徳B,明星学園,0,3,NICHIBUN SAKURA FIELD,済,修徳,B,明星学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=4&ltno=8
2025,T5,Aブロック,1,2025-04-01,09:30,保谷,本郷,2,0,NICHIBUN SAKURA FIELD,済,保谷,A,本郷,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,1,2025-04-01,11:30,駒大高D,国分寺B,5,2,NICHIBUN SAKURA FIELD,済,駒澤大高,D,国分寺,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,1,2025-04-02,16:40,東京実業B,拓大一,1,1,フロンタウン生田,済,東京実業,B,拓大一,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,1,2025-04-02,18:30,明法,国士舘C,6,0,駒沢第二球技場,済,明法,A,国士舘,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,1,2025-04-03,11:00,農大一,多摩大目黒C,1,2,東戸塚フットボールパーク,済,農大一,A,多摩大学目黒,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,2,2025-04-05,18:30,国分寺B,保谷,0,0,駒沢第二球技場,済,国分寺,B,保谷,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,2,2025-04-06,13:15,本郷,明法,2,2,本郷高等学校,済,本郷,A,明法,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,2,2025-04-13,16:00,拓大一,農大一,2,0,拓殖大学第一高等学校,済,拓大一,A,農大一,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,2,2025-04-27,09:00,多摩大目黒C,駒大高D,2,1,多摩大目黒あざみ野セミナーハウス,済,多摩大学目黒,C,駒澤大高,D,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,2,2025-05-07,18:00,国士舘C,東京実業B,1,2,清瀬内山A面,済,国士舘,C,東京実業,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,3,2025-04-20,12:00,保谷,駒大高D,1,2,駒澤大学玉川校舎グラウンド,済,保谷,A,駒澤大高,D,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,3,2025-04-20,13:15,東京実業B,本郷,2,1,本郷高等学校,済,東京実業,B,本郷,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,3,2025-04-20,13:15,農大一,国士舘C,0,0,府中の森公園,済,農大一,A,国士舘,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,3,2025-04-20,13:30,明法,国分寺B,3,0,明法高等学校,済,明法,A,国分寺,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,3,2025-06-22,15:30,拓大一,多摩大目黒C,2,0,拓殖大学第一高等学校,済,拓大一,A,多摩大学目黒,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,4,2025-05-19,19:10,国分寺B,東京実業B,0,7,稲城長峰ヴェルディフィールド,済,国分寺,B,東京実業,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,4,2025-05-24,18:00,多摩大目黒C,保谷,1,2,東戸塚フットボールパーク,済,多摩大学目黒,C,保谷,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,4,2025-05-25,13:15,本郷,農大一,5,3,本郷高等学校,済,本郷,A,農大一,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,4,2025-05-25,16:00,拓大一,国士舘C,5,1,拓殖大学第一高等学校,済,拓大一,A,国士舘,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,4,2025-05-25,17:30,駒大高D,明法,1,4,駒澤大学玉川校舎グラウンド,済,駒澤大高,D,明法,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,5,2025-05-29,18:00,東京実業B,駒大高D,1,0,清瀬内山B面,済,東京実業,B,駒澤大高,D,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,5,2025-06-01,09:00,国士舘C,多摩大目黒C,1,2,多摩大目黒あざみ野セミナーハウス,済,国士舘,C,多摩大学目黒,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,5,2025-06-01,13:15,本郷,拓大一,2,1,本郷高等学校,済,本郷,A,拓大一,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,5,2025-06-01,13:30,明法,保谷,3,0,明法高等学校,済,明法,A,保谷,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,5,2025-06-22,17:15,農大一,国分寺B,0,3,国分寺高等学校,済,農大一,A,国分寺,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,6,2025-06-04,18:00,駒大高D,農大一,4,2,駒沢補助競技場,済,駒澤大高,D,農大一,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,6,2025-06-05,15:00,保谷,東京実業B,0,3,清瀬内山A面,済,保谷,A,東京実業,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,6,2025-06-08,09:00,多摩大目黒C,明法,0,2,多摩大学目黒 あざみ野セミナーハウス,済,多摩大学目黒,C,明法,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,6,2025-06-08,13:15,国士舘C,本郷,1,2,本郷高等学校,済,国士舘,C,本郷,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,6,2025-06-08,15:15,拓大一,国分寺B,2,1,拓殖大学第一高等学校,済,拓大一,A,国分寺,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,7,2025-06-12,18:20,東京実業B,明法,3,0,清瀬内山B面,済,東京実業,B,明法,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,7,2025-06-14,18:00,本郷,多摩大目黒C,1,0,東戸塚フットボールパーク,済,本郷,A,多摩大学目黒,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,7,2025-06-15,16:00,駒大高D,拓大一,0,0,拓殖大学第一高等学校,済,駒澤大高,D,拓大一,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,7,2025-06-15,17:10,農大一,保谷,4,1,代々木公園サッカーラグビー場,済,農大一,A,保谷,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,7,2025-06-16,18:10,国分寺B,国士舘C,1,0,国士舘大学楓の杜グラウンド,済,国分寺,B,国士舘,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,8,2025-09-07,09:40,明法,農大一,0,3,府中の森公園サッカー場,済,明法,A,農大一,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,8,2025-09-07,16:00,拓大一,保谷,1,2,拓殖大学第一高等学校,済,拓大一,A,保谷,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,8,2025-09-07,18:45,多摩大目黒C,東京実業B,0,1,東戸塚フットボールパーク,済,多摩大学目黒,C,東京実業,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,8,2025-09-17,18:30,国士舘C,駒大高D,0,1,清瀬内山B面,済,国士舘,C,駒澤大高,D,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,8,2025-10-05,14:00,本郷,国分寺B,2,1,東久留米総合高校,済,本郷,A,国分寺,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,9,2025-09-28,09:00,保谷,国士舘C,4,0,保谷高等学校,済,保谷,A,国士舘,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,9,2025-09-30,17:15,明法,拓大一,3,2,拓殖大学第一高等学校,済,明法,A,拓大一,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,9,2025-10-01,09:30,農大一,東京実業B,3,3,清瀬内山A面,済,農大一,A,東京実業,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,9,2025-10-01,11:45,国分寺B,多摩大目黒C,1,0,清瀬内山A面,済,国分寺,B,多摩大学目黒,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Aブロック,9,2025-10-01,13:15,駒大高D,本郷,0,1,本郷高等学校,済,駒澤大高,D,本郷,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=9
2025,T5,Bブロック,1,2025-04-01,17:00,実践C,成立C,1,0,実践学園高尾グランド,済,実践学園,C,成立学園,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,1,2025-04-02,09:30,正則学園,久我山D,1,1,駒沢公園第二球技場,済,正則学園,A,国学院久我山,D,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,1,2025-04-02,11:45,日野台,駒込,4,1,駒沢公園第二球技場,済,日野台,A,駒込,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,1,2025-04-02,13:30,東久留米B,学習院,0,1,学習院中高等科第１グラウンド,済,東久留米総合,B,学習院,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
2025,T5,Bブロック,1,2025-04-02,16:30,日大豊山B,明大中野,6,0,日本大学豊山高校中台総合G,済,日大豊山,B,明大中野,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=5&ltno=10
