年度,リーグ,区分,ホーム,ホーム学校,ホーム区分,アウェイ,アウェイ学校,アウェイ区分,得点H,得点A,出典
2025,NSリーグ,1部,実践学園D,実践学園,D,早大学院Ｂ,早大学院,B,0,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,実践学園D,実践学園,D,日大鶴ケ丘B,日大鶴ヶ丘,B,1,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,実践学園D,実践学園,D,都立石神井B,石神井,B,2,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,実践学園D,実践学園,D,杉並FC,杉並F,C,9,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,杉並ソシオA,杉並ソシオ,A,都立鷺宮A,鷺宮,A,2,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,杉並ソシオA,杉並ソシオ,A,國學院久我山Ｅ,国学院久我山,E,10,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,杉並ソシオA,杉並ソシオ,A,都立豊多摩A,豊多摩,A,1,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,杉並ソシオA,杉並ソシオ,A,早大学院Ｂ,早大学院,B,2,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,杉並ソシオA,杉並ソシオ,A,日大鶴ケ丘B,日大鶴ヶ丘,B,4,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,杉並ソシオA,杉並ソシオ,A,都立石神井B,石神井,B,2,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,杉並ソシオA,杉並ソシオ,A,杉並FC,杉並F,C,11,2,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,都立鷺宮A,鷺宮,A,國學院久我山Ｅ,国学院久我山,E,2,2,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,都立鷺宮A,鷺宮,A,都立豊多摩A,豊多摩,A,1,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,都立鷺宮A,鷺宮,A,早大学院Ｂ,早大学院,B,3,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,都立鷺宮A,鷺宮,A,日大鶴ケ丘B,日大鶴ヶ丘,B,0,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,都立鷺宮A,鷺宮,A,都立石神井B,石神井,B,0,5,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,都立鷺宮A,鷺宮,A,杉並FC,杉並F,C,3,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,國學院久我山Ｅ,国学院久我山,E,都立豊多摩A,豊多摩,A,2,3,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,國學院久我山Ｅ,国学院久我山,E,早大学院Ｂ,早大学院,B,2,2,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,國學院久我山Ｅ,国学院久我山,E,日大鶴ケ丘B,日大鶴ヶ丘,B,0,5,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,國學院久我山Ｅ,国学院久我山,E,都立石神井B,石神井,B,2,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,國學院久我山Ｅ,国学院久我山,E,杉並FC,杉並F,C,3,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,都立豊多摩A,豊多摩,A,早大学院Ｂ,早大学院,B,2,3,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,都立豊多摩A,豊多摩,A,日大鶴ケ丘B,日大鶴ヶ丘,B,0,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,都立豊多摩A,豊多摩,A,都立石神井B,石神井,B,0,2,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,都立豊多摩A,豊多摩,A,杉並FC,杉並F,C,7,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,早大学院Ｂ,早大学院,B,日大鶴ケ丘B,日大鶴ヶ丘,B,3,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,早大学院Ｂ,早大学院,B,都立石神井B,石神井,B,1,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,早大学院Ｂ,早大学院,B,杉並FC,杉並F,C,6,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,日大鶴ケ丘B,日大鶴ヶ丘,B,都立石神井B,石神井,B,0,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,日大鶴ケ丘B,日大鶴ヶ丘,B,杉並FC,杉並F,C,2,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,都立石神井B,石神井,B,杉並FC,杉並F,C,6,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,都立武蔵丘A,武蔵丘,A,早大学院C,早大学院,C,1,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,都立武蔵丘A,武蔵丘,A,都立保谷B,保谷,B,0,4,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,都立武蔵丘A,武蔵丘,A,都立西,西,,6,2,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,都立武蔵丘A,武蔵丘,A,日大鶴ケ丘C,日大鶴ヶ丘,C,0,2,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,都立武蔵丘A,武蔵丘,A,杉並アヤックス,杉並アヤックス,,2,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,都立武蔵丘A,武蔵丘,A,都立豊多摩B,豊多摩,B,4,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,都立武蔵丘A,武蔵丘,A,都立鷺宮B,鷺宮,B,3,2,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,早大学院C,早大学院,C,都立保谷B,保谷,B,1,3,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,早大学院C,早大学院,C,都立西,西,,2,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,早大学院C,早大学院,C,日大鶴ケ丘C,日大鶴ヶ丘,C,1,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,早大学院C,早大学院,C,杉並アヤックス,杉並アヤックス,,1,3,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,早大学院C,早大学院,C,都立豊多摩B,豊多摩,B,2,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,早大学院C,早大学院,C,都立鷺宮B,鷺宮,B,3,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,都立保谷B,保谷,B,都立西,西,,3,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,都立保谷B,保谷,B,日大鶴ケ丘C,日大鶴ヶ丘,C,2,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,都立保谷B,保谷,B,杉並アヤックス,杉並アヤックス,,0,4,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,都立保谷B,保谷,B,都立豊多摩B,豊多摩,B,11,2,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,都立保谷B,保谷,B,都立鷺宮B,鷺宮,B,5,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,都立西,西,,日大鶴ケ丘C,日大鶴ヶ丘,C,1,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,都立西,西,,杉並アヤックス,杉並アヤックス,,2,2,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,都立西,西,,都立豊多摩B,豊多摩,B,2,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,都立西,西,,都立鷺宮B,鷺宮,B,3,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,日大鶴ケ丘C,日大鶴ヶ丘,C,杉並アヤックス,杉並アヤックス,,2,2,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,日大鶴ケ丘C,日大鶴ヶ丘,C,都立豊多摩B,豊多摩,B,0,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,日大鶴ケ丘C,日大鶴ヶ丘,C,都立鷺宮B,鷺宮,B,3,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,杉並アヤックス,杉並アヤックス,,都立豊多摩B,豊多摩,B,0,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,杉並アヤックス,杉並アヤックス,,都立鷺宮B,鷺宮,B,2,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,2部Aブロック,都立豊多摩B,豊多摩,B,都立鷺宮B,鷺宮,B,2,2,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2026,Tリーグ,T4リーグBブロック,早大学院,早大学院,,駒澤大高Ｃ,駒澤大高,C,0,1,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,早大学院,早大学院,,国士舘Ｂ,国士舘,B,0,3,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,早大学院,早大学院,,都立駒場,駒場,,0,0,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,早大学院,早大学院,,保善,保善,,0,2,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,早大学院,早大学院,,関東第一Ｃ,関東第一,C,0,2,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,早大学院,早大学院,,都立東久留米総合B,東久留米総合,B,1,1,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,目白研心,目白研心,,大成Ｂ,大成,B,1,2,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,目白研心,目白研心,,駒澤大高Ｃ,駒澤大高,C,0,3,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,目白研心,目白研心,,国士舘Ｂ,国士舘,B,1,0,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,目白研心,目白研心,,都立駒場,駒場,,3,3,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,目白研心,目白研心,,保善,保善,,1,0,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,目白研心,目白研心,,関東第一Ｃ,関東第一,C,3,1,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,東海大高輪台Ｂ,東海大高輪台,B,大成Ｂ,大成,B,0,2,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,東海大高輪台Ｂ,東海大高輪台,B,駒澤大高Ｃ,駒澤大高,C,0,2,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,東海大高輪台Ｂ,東海大高輪台,B,国士舘Ｂ,国士舘,B,1,3,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,東海大高輪台Ｂ,東海大高輪台,B,都立駒場,駒場,,2,1,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,東海大高輪台Ｂ,東海大高輪台,B,保善,保善,,1,4,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,東海大高輪台Ｂ,東海大高輪台,B,都立東久留米総合B,東久留米総合,B,7,1,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,大成Ｂ,大成,B,駒澤大高Ｃ,駒澤大高,C,2,1,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,大成Ｂ,大成,B,国士舘Ｂ,国士舘,B,0,0,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,大成Ｂ,大成,B,都立駒場,駒場,,3,0,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,大成Ｂ,大成,B,都立東久留米総合B,東久留米総合,B,3,0,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,駒澤大高Ｃ,駒澤大高,C,国士舘Ｂ,国士舘,B,2,2,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,駒澤大高Ｃ,駒澤大高,C,都立東久留米総合B,東久留米総合,B,4,1,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,国士舘Ｂ,国士舘,B,関東第一Ｃ,関東第一,C,1,0,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,都立駒場,駒場,,保善,保善,,1,2,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,都立駒場,駒場,,関東第一Ｃ,関東第一,C,2,3,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,保善,保善,,関東第一Ｃ,関東第一,C,1,0,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,保善,保善,,都立東久留米総合B,東久留米総合,B,1,0,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tリーグ,T4リーグBブロック,関東第一Ｃ,関東第一,C,都立東久留米総合B,東久留米総合,B,0,3,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,Tokyo Unity League,(U-16)2部Bブロック,東海大菅生,東海大菅生,,早大学院,早大学院,,2,3,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,NSリーグ,1部,専大附属Ａ,専大附属,A,日大二A,日大二,A,2,1,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,NSリーグ,1部,専大附属Ａ,専大附属,A,都立豊多摩A,豊多摩,A,4,1,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,NSリーグ,1部,専大附属Ａ,専大附属,A,日大鶴ケ丘B,日大鶴ヶ丘,B,4,1,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,NSリーグ,1部,専大附属Ａ,専大附属,A,都立鷺宮A,鷺宮,A,1,1,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,NSリーグ,1部,専大附属Ａ,専大附属,A,都立保谷B,保谷,B,8,1,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,NSリーグ,1部,専大附属Ａ,専大附属,A,文大杉並,文大杉並,,4,1,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,NSリーグ,1部,実践学園D,実践学園,D,早大学院Ｂ,早大学院,B,1,1,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,NSリーグ,1部,実践学園D,実践学園,D,日大二A,日大二,A,1,2,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,NSリーグ,1部,実践学園D,実践学園,D,日大鶴ケ丘B,日大鶴ヶ丘,B,0,4,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,NSリーグ,1部,実践学園D,実践学園,D,都立鷺宮A,鷺宮,A,1,2,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,NSリーグ,1部,実践学園D,実践学園,D,都立保谷B,保谷,B,4,1,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,NSリーグ,1部,実践学園D,実践学園,D,文大杉並,文大杉並,,1,1,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,NSリーグ,1部,早大学院Ｂ,早大学院,B,都立石神井B,石神井,B,1,1,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,NSリーグ,1部,早大学院Ｂ,早大学院,B,都立豊多摩A,豊多摩,A,0,2,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,NSリーグ,1部,早大学院Ｂ,早大学院,B,日大鶴ケ丘B,日大鶴ヶ丘,B,0,2,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
2026,NSリーグ,1部,早大学院Ｂ,早大学院,B,都立鷺宮A,鷺宮,A,0,1,waseda_2026-Tリーグ・ユニティリーグ・NSリーグ星取表20260803.pdf
