tid,種類,年度,リーグ名,部,URL
34940,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/34940
34941,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/34941
34942,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/34942
34943,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/34943
34944,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/34944
34945,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/34945
34946,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/34946
34947,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/34947
34948,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/34948
34949,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/34949
34950,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/34950
34951,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/34951
34974,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/34974
34975,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/34975
34976,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/34976
34977,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/34977
34978,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/34978
34979,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/34979
34980,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/34980
34981,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/34981
35024,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35024
35025,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35025
35026,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35026
35027,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35027
35043,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35043
35044,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35044
35045,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35045
35133,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35133
35134,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35134
35135,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35135
35136,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35136
35141,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35141
35142,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35142
35228,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35228
35229,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35229
35256,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35256
35257,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35257
35346,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35346
35381,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35381
35382,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35382
35383,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35383
35386,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35386
35387,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35387
35388,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35388
35389,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35389
35390,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35390
35391,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35391
35392,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35392
35393,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35393
35394,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35394
35395,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35395
35396,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35396
35397,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35397
35398,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35398
35399,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35399
35400,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35400
35401,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35401
35625,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35625
35626,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35626
35627,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35627
35798,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35798
35799,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35799
35823,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35823
35824,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35824
35825,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35825
35826,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35826
35832,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35832
35833,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35833
35834,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35834
35835,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35835
35836,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35836
35837,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35837
35838,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35838
35839,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35839
35840,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35840
35841,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35841
35842,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35842
35843,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35843
35844,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35844
35845,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35845
35846,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35846
35847,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35847
35856,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35856
35857,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35857
35858,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35858
35859,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35859
35860,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35860
35861,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35861
35862,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35862
35863,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35863
35864,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35864
35865,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35865
35866,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35866
35867,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35867
35868,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35868
35869,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/35869
3592,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/3592
36007,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36007
36009,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36009
36010,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36010
36011,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36011
36109,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36109
36110,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36110
36114,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36114
36115,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36115
36116,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36116
36118,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36118
36119,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36119
36120,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36120
36121,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36121
36141,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36141
36142,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36142
36143,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36143
36144,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36144
36145,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36145
36146,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36146
36147,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36147
36148,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36148
36149,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36149
36150,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36150
36207,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36207
36209,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36209
36210,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36210
36211,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36211
36212,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36212
36213,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36213
36352,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36352
36353,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36353
36354,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36354
36355,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36355
36356,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36356
36418,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36418
36419,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36419
36420,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36420
36421,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36421
36463,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36463
36464,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36464
36465,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36465
36466,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36466
36467,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36467
36599,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36599
36614,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36614
36615,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36615
36616,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36616
36618,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36618
36771,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36771
36772,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36772
36773,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36773
36774,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36774
36868,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36868
36869,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36869
36870,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36870
36891,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36891
36892,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36892
36893,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36893
36894,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36894
36897,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36897
36898,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36898
36899,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36899
369,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/369
36900,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36900
36901,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36901
36970,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36970
36971,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36971
36972,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/36972
370,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/370
37027,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37027
37028,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37028
37029,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37029
37030,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37030
37069,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37069
37071,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37071
37072,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37072
37073,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37073
37074,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37074
371,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/371
37199,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37199
372,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/372
37200,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37200
37201,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37201
37202,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37202
37243,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37243
37244,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37244
37245,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37245
37246,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37246
37247,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37247
37248,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37248
37249,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37249
37250,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37250
37251,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37251
37252,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37252
37254,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37254
37255,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37255
37256,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37256
37257,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37257
37258,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37258
37259,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37259
37260,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37260
37261,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37261
37262,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37262
37263,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37263
37264,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37264
373,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/373
37302,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37302
37303,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37303
374,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/374
375,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/375
37565,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37565
37566,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37566
37567,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37567
37568,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37568
376,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/376
37665,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37665
37666,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37666
37667,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37667
37668,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37668
37669,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37669
37670,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37670
37671,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37671
37672,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37672
37673,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37673
37674,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37674
37778,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37778
37779,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37779
37780,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37780
37781,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37781
378,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/378
37810,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37810
37811,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37811
37812,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37812
37813,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37813
37814,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37814
37815,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37815
37816,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37816
37817,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37817
37818,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37818
37819,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37819
37820,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37820
37821,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37821
37822,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37822
379,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/379
37916,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37916
37917,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37917
37918,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37918
37919,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37919
37922,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37922
37923,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37923
37924,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37924
37929,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37929
37930,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37930
37931,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37931
37932,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37932
37981,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37981
37982,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37982
37983,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37983
37984,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37984
37993,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37993
37994,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37994
37995,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/37995
380,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/380
381,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/381
38123,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38123
38124,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38124
38125,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38125
38128,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38128
38129,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38129
38130,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38130
38137,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38137
38164,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38164
38185,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38185
38186,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38186
38187,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38187
38188,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38188
38189,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38189
38190,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38190
38191,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38191
38192,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38192
38193,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38193
38194,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38194
38195,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38195
38196,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38196
38197,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38197
38198,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38198
38199,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38199
38200,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38200
38536,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38536
38566,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38566
38567,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38567
38568,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38568
38569,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38569
38570,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38570
38571,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38571
38572,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38572
38573,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38573
38880,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38880
38881,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38881
38882,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38882
38883,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38883
38884,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38884
38885,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38885
38886,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/38886
39099,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39099
39100,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39100
39370,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39370
39371,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39371
39372,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39372
39373,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39373
39374,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39374
39375,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39375
39376,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39376
39377,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39377
39378,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39378
39379,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39379
39380,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39380
39381,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39381
39382,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39382
39383,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39383
39384,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39384
39385,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39385
39386,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39386
39388,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39388
39389,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39389
39390,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39390
39391,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39391
39392,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39392
39393,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39393
39394,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39394
39403,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39403
39404,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39404
39405,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39405
39406,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39406
39591,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39591
39592,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39592
39593,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39593
39666,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39666
39667,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39667
39668,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39668
39669,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39669
39670,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39670
39977,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39977
39982,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/39982
40001,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/40001
40002,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/40002
40003,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/40003
40009,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/40009
40010,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/40010
40011,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/40011
40012,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/40012
40013,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/40013
40014,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/40014
40015,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/40015
40016,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/40016
40024,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/40024
40025,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/40025
40035,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/40035
40036,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/40036
40037,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/40037
40038,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/40038
40039,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/40039
