年度,リーグ,日時,ホーム,学校H,アウェイ,学校A,得点H,得点A,状態,出典
2015,T1,2015.09.06 11：00,多摩大目黒,多摩大学目黒,成立学園,成立学園,1,5,終了,https://koko-soccer.com/score/40
2015,T1,2015.09.16 18：30,横河武蔵野ＦＣユース,横河武蔵野FCユース,多摩大目黒,多摩大学目黒,7,1,終了,https://koko-soccer.com/score/40
2015,T1,2015.09.23 18：00,駒澤大学高等学校,駒澤大高,実践学園,実践学園,0,1,終了,https://koko-soccer.com/score/40
2015,T1,2015.09.24 18：30,駿台学園,駿台学園,関東一,関東第一,1,1,終了,https://koko-soccer.com/score/40
2015,T1,2015.09.27 10：00,國學院久我山,国学院久我山,帝京,帝京,2,2,終了,https://koko-soccer.com/score/40
2015,T1,2015.09.27 10：00,成立学園,成立学園,都立東久留米総合,東久留米総合,0,3,終了,https://koko-soccer.com/score/40
2015,T1,2015.10.01 13：30,多摩大目黒,多摩大学目黒,帝京,帝京,0,3,終了,https://koko-soccer.com/score/40
2015,T1,2015.10.01 17：30,國學院久我山,国学院久我山,駒澤大学高等学校,駒澤大高,0,2,終了,https://koko-soccer.com/score/40
2015,T1,2015.10.01 9：30,駿台学園,駿台学園,実践学園,実践学園,0,0,終了,https://koko-soccer.com/score/40
2015,T1,2015.10.04 9：30,都立東久留米総合,東久留米総合,横河武蔵野ＦＣユース,横河武蔵野FCユース,1,5,終了,https://koko-soccer.com/score/40
2015,T1,2015.10.11 10：00,関東一,関東第一,成立学園,成立学園,2,1,終了,https://koko-soccer.com/score/40
2015,T1,2015.10.07 18：30,駒澤大学高等学校,駒澤大高,多摩大目黒,多摩大学目黒,7,0,終了,https://koko-soccer.com/score/40
2015,T1,2015.10.10 17：30,実践学園,実践学園,國學院久我山,国学院久我山,1,3,終了,https://koko-soccer.com/score/40
2015,T1,2015.10.11 9：30,帝京,帝京,都立東久留米総合,東久留米総合,2,0,終了,https://koko-soccer.com/score/40
2015,T1,2015.10.25 10：30,成立学園,成立学園,駿台学園,駿台学園,2,1,終了,https://koko-soccer.com/score/40
2015,T1,2015.10.28 18：00,横河武蔵野ＦＣユース,横河武蔵野FCユース,関東一,関東第一,2,3,終了,https://koko-soccer.com/score/40
2015,T2,2015.02.15 11：00,東京朝鮮中高級学校,東京朝鮮中高級学校,FC東京U-18(B),FC東京U-18,1,0,終了,https://koko-soccer.com/score/41
2015,T2,2015.02.15 12:00,都立駒場,駒場,大成,大成,0,0,終了,https://koko-soccer.com/score/41
2015,T2,2015.02.15 14：00,東海大高輪台,東海大高輪台,都立三鷹中等教育学校,三鷹中等教育学校,5,0,終了,https://koko-soccer.com/score/41
2015,T2,2015.02.15 16：00,堀越,堀越,東京実業,東京実業,1,4,終了,https://koko-soccer.com/score/41
2015,T2,2015.02.15 18:00,ＦＣトリプレッタユース,FCトリプレッタユース,国士舘,国士舘,2,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.02.18 19：00,FC東京U-18(B),FC東京U-18,都立駒場,駒場,4,0,終了,https://koko-soccer.com/score/41
2015,T2,2015.02.19 18:00,大成,大成,都立三鷹中等教育学校,三鷹中等教育学校,5,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.02.19 18:30,東京実業,東京実業,ＦＣトリプレッタユース,FCトリプレッタユース,5,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.02.21 10:00,東京朝鮮中高級学校,東京朝鮮中高級学校,国士舘,国士舘,0,0,終了,https://koko-soccer.com/score/41
2015,T2,2015.02.22 12：30,東海大高輪台,東海大高輪台,堀越,堀越,1,3,終了,https://koko-soccer.com/score/41
2015,T2,2015.03.07 17:00,東京朝鮮中高級学校,東京朝鮮中高級学校,東京実業,東京実業,0,2,終了,https://koko-soccer.com/score/41
2015,T2,2015.03.12 14：00,堀越,堀越,大成,大成,0,4,終了,https://koko-soccer.com/score/41
2015,T2,2015.03.12 19:00,FC東京U-18(B),FC東京U-18,国士舘,国士舘,2,2,終了,https://koko-soccer.com/score/41
2015,T2,2015.03.15 18:00,都立三鷹中等教育学校,三鷹中等教育学校,都立駒場,駒場,1,4,終了,https://koko-soccer.com/score/41
2015,T2,2015.03.15 18：00,ＦＣトリプレッタユース,FCトリプレッタユース,東海大高輪台,東海大高輪台,2,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.02.28 17：30,東海大高輪台,東海大高輪台,東京朝鮮中高級学校,東京朝鮮中高級学校,4,3,終了,https://koko-soccer.com/score/41
2015,T2,2015.03.18 19：00,FC東京U-18(B),FC東京U-18,都立三鷹中等教育学校,三鷹中等教育学校,7,0,終了,https://koko-soccer.com/score/41
2015,T2,2015.03.19 15:00,東京実業,東京実業,国士舘,国士舘,2,0,終了,https://koko-soccer.com/score/41
2015,T2,2015.03.19 18:30,大成,大成,ＦＣトリプレッタユース,FCトリプレッタユース,1,2,終了,https://koko-soccer.com/score/41
2015,T2,2015.03.20 18：00,都立駒場,駒場,堀越,堀越,3,2,終了,https://koko-soccer.com/score/41
2015,T2,2015.03.24 12：30,東海大高輪台,東海大高輪台,国士舘,国士舘,3,2,終了,https://koko-soccer.com/score/41
2015,T2,2015.03.25 16：00,東京朝鮮中高級学校,東京朝鮮中高級学校,大成,大成,2,2,終了,https://koko-soccer.com/score/41
2015,T2,2015.04.01 10:00,堀越,堀越,都立三鷹中等教育学校,三鷹中等教育学校,2,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.04.03 18:00,都立駒場,駒場,ＦＣトリプレッタユース,FCトリプレッタユース,1,2,終了,https://koko-soccer.com/score/41
2015,T2,2015.04.08 19：00,FC東京U-18(B),FC東京U-18,東京実業,東京実業,1,0,終了,https://koko-soccer.com/score/41
2015,T2,2015.04.08 18：30,都立駒場,駒場,東京朝鮮中高級学校,東京朝鮮中高級学校,2,2,終了,https://koko-soccer.com/score/41
2015,T2,2015.04.09 18：30,都立三鷹中等教育学校,三鷹中等教育学校,ＦＣトリプレッタユース,FCトリプレッタユース,2,3,終了,https://koko-soccer.com/score/41
2015,T2,2015.04.15 18：30,東京実業,東京実業,東海大高輪台,東海大高輪台,3,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.04.15 19：00,FC東京U-18(B),FC東京U-18,堀越,堀越,7,0,終了,https://koko-soccer.com/score/41
2015,T2,2015.04.16 18：30,大成,大成,国士舘,国士舘,3,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.04.23 18：30,堀越,堀越,ＦＣトリプレッタユース,FCトリプレッタユース,3,3,終了,https://koko-soccer.com/score/41
2015,T2,2015.04.23 19：00,FC東京U-18(B),FC東京U-18,東海大高輪台,東海大高輪台,1,0,終了,https://koko-soccer.com/score/41
2015,T2,2015.04.27 18：00,国士舘,国士舘,都立駒場,駒場,3,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.10.29 18：30,東京実業,東京実業,大成,大成,1,0,終了,https://koko-soccer.com/score/41
2015,T2,2015.11.18 18：00,東京朝鮮中高級学校,東京朝鮮中高級学校,都立三鷹中等教育学校,三鷹中等教育学校,9,0,終了,https://koko-soccer.com/score/41
2015,T2,2015.05.14 19：00,ＦＣトリプレッタユース,FCトリプレッタユース,FC東京U-18(B),FC東京U-18,2,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.05.20 18：00,都立駒場,駒場,東京実業,東京実業,0,4,終了,https://koko-soccer.com/score/41
2015,T2,2015.07.08,東海大高輪台,東海大高輪台,大成,大成,3,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.07.13 17：00,都立三鷹中等教育学校,三鷹中等教育学校,国士舘,国士舘,0,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.11.29 11：00,東京朝鮮中高級学校,東京朝鮮中高級学校,堀越,堀越,0,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.05.27 18：00,東京朝鮮中高級学校,東京朝鮮中高級学校,ＦＣトリプレッタユース,FCトリプレッタユース,3,2,終了,https://koko-soccer.com/score/41
2015,T2,2015.05.27 18：00,都立駒場,駒場,東海大高輪台,東海大高輪台,1,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.05.27 19：00,FC東京U-18(B),FC東京U-18,大成,大成,4,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.05.28 18：00,東京実業,東京実業,都立三鷹中等教育学校,三鷹中等教育学校,6,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.06.03 18：30,国士舘,国士舘,堀越,堀越,3,0,終了,https://koko-soccer.com/score/41
2015,T2,2015.06.10 18：00,東京実業,東京実業,堀越,堀越,1,0,終了,https://koko-soccer.com/score/41
2015,T2,2015.06.10 18：30,国士舘,国士舘,ＦＣトリプレッタユース,FCトリプレッタユース,1,3,終了,https://koko-soccer.com/score/41
2015,T2,2015.06.10 19：00,FC東京U-18(B),FC東京U-18,東京朝鮮中高級学校,東京朝鮮中高級学校,5,2,終了,https://koko-soccer.com/score/41
2015,T2,2015.06.17 18：00,都立三鷹中等教育学校,三鷹中等教育学校,東海大高輪台,東海大高輪台,1,4,終了,https://koko-soccer.com/score/41
2015,T2,2015.06.22 18：00,大成,大成,都立駒場,駒場,0,0,終了,https://koko-soccer.com/score/41
2015,T2,2015.06.24 18：30,国士舘,国士舘,東京朝鮮中高級学校,東京朝鮮中高級学校,0,2,終了,https://koko-soccer.com/score/41
2015,T2,2015.07.13 18：00,ＦＣトリプレッタユース,FCトリプレッタユース,東京実業,東京実業,1,3,終了,https://koko-soccer.com/score/41
2015,T2,2015.07.13 18：00,堀越,堀越,東海大高輪台,東海大高輪台,0,3,終了,https://koko-soccer.com/score/41
2015,T2,2015.07.17 15：30,都立三鷹中等教育学校,三鷹中等教育学校,大成,大成,1,6,終了,https://koko-soccer.com/score/41
2015,T2,2015.11.03 14：00,都立駒場,駒場,FC東京U-18(B),FC東京U-18,1,3,終了,https://koko-soccer.com/score/41
2015,T2,2015.07.01 19：00,国士舘,国士舘,FC東京U-18(B),FC東京U-18,2,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.07.10 18：00,都立駒場,駒場,都立三鷹中等教育学校,三鷹中等教育学校,3,0,終了,https://koko-soccer.com/score/41
2015,T2,2015.07.19 14：00,東海大高輪台,東海大高輪台,ＦＣトリプレッタユース,FCトリプレッタユース,3,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.07.22 18：00,大成,大成,堀越,堀越,3,6,終了,https://koko-soccer.com/score/41
2015,T2,2015.08.04 17：00,東京実業,東京実業,東京朝鮮中高級学校,東京朝鮮中高級学校,2,3,終了,https://koko-soccer.com/score/41
2015,T2,2015.07.17 17：30,国士舘,国士舘,東京実業,東京実業,0,3,終了,https://koko-soccer.com/score/41
2015,T2,2015.07.26 17：00,東京朝鮮中高級学校,東京朝鮮中高級学校,東海大高輪台,東海大高輪台,0,2,終了,https://koko-soccer.com/score/41
2015,T2,2015.08.02 11：00,都立三鷹中等教育学校,三鷹中等教育学校,FC東京U-18(B),FC東京U-18,0,7,終了,https://koko-soccer.com/score/41
2015,T2,2015.08.04 16：00,ＦＣトリプレッタユース,FCトリプレッタユース,大成,大成,2,0,終了,https://koko-soccer.com/score/41
2015,T2,2015.08.06 18：00,堀越,堀越,都立駒場,駒場,3,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.08.24 18：00,都立駒場,駒場,ＦＣトリプレッタユース,FCトリプレッタユース,4,3,終了,https://koko-soccer.com/score/41
2015,T2,2015.08.26 11：00,東京実業,東京実業,FC東京U-18(B),FC東京U-18,3,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.08.26 18：00,大成,大成,東京朝鮮中高級学校,東京朝鮮中高級学校,4,0,終了,https://koko-soccer.com/score/41
2015,T2,2015.08.28 16：30,国士舘,国士舘,東海大高輪台,東海大高輪台,2,2,終了,https://koko-soccer.com/score/41
2015,T2,2015.08.31 18：00,都立三鷹中等教育学校,三鷹中等教育学校,堀越,堀越,0,4,終了,https://koko-soccer.com/score/41
2015,T2,2015.08.09 10：00,東京朝鮮中高級学校,東京朝鮮中高級学校,都立駒場,駒場,4,2,終了,https://koko-soccer.com/score/41
2015,T2,2015.09.02 18：30,国士舘,国士舘,大成,大成,2,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.09.06 14：00,東海大高輪台,東海大高輪台,東京実業,東京実業,0,0,終了,https://koko-soccer.com/score/41
2015,T2,2015.09.16 18：00,ＦＣトリプレッタユース,FCトリプレッタユース,都立三鷹中等教育学校,三鷹中等教育学校,2,0,終了,https://koko-soccer.com/score/41
2015,T2,2015.12.09 19：00,堀越,堀越,FC東京U-18(B),FC東京U-18,6,2,終了,https://koko-soccer.com/score/41
2015,T2,2015.09.23 13：30,大成,大成,東京実業,東京実業,2,2,終了,https://koko-soccer.com/score/41
2015,T2,2015.09.23 9：30,都立駒場,駒場,国士舘,国士舘,2,4,終了,https://koko-soccer.com/score/41
2015,T2,2015.10.27 19：00,東海大高輪台,東海大高輪台,FC東京U-18(B),FC東京U-18,0,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.10.29 18：00,ＦＣトリプレッタユース,FCトリプレッタユース,堀越,堀越,5,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.12.05 17：15,都立三鷹中等教育学校,三鷹中等教育学校,東京朝鮮中高級学校,東京朝鮮中高級学校,0,5,終了,https://koko-soccer.com/score/41
2015,T2,2015.09.28 18：00,堀越,堀越,東京朝鮮中高級学校,東京朝鮮中高級学校,3,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.10.01 11：30,東京実業,東京実業,都立駒場,駒場,0,0,終了,https://koko-soccer.com/score/41
2015,T2,2015.10.01 15：30,都立三鷹中等教育学校,三鷹中等教育学校,国士舘,国士舘,0,6,終了,https://koko-soccer.com/score/41
2015,T2,2015.10.07 19：00,FC東京U-18(B),FC東京U-18,ＦＣトリプレッタユース,FCトリプレッタユース,2,0,終了,https://koko-soccer.com/score/41
2015,T2,2015.11.01 13:00,大成,大成,東海大高輪台,東海大高輪台,2,0,終了,https://koko-soccer.com/score/41
2015,T2,2015.10.04 13：00,東海大高輪台,東海大高輪台,都立駒場,駒場,0,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.10.06 18：30,都立三鷹中等教育学校,三鷹中等教育学校,東京実業,東京実業,0,5,終了,https://koko-soccer.com/score/41
2015,T2,2015.10.08 18：30,堀越,堀越,国士舘,国士舘,0,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.10.21 18：00,大成,大成,FC東京U-18(B),FC東京U-18,2,1,終了,https://koko-soccer.com/score/41
2015,T2,2015.10.22 18：00,ＦＣトリプレッタユース,FCトリプレッタユース,東京朝鮮中高級学校,東京朝鮮中高級学校,2,1,終了,https://koko-soccer.com/score/41
2015,T3,2015.04.02 10：00,修徳,修徳,三菱養和SCユース（B）,三菱養和SCユース,2,2,終了,https://koko-soccer.com/score/51
2015,T3,2015.04.02 14：00,保善,保善,東京,東京,4,1,終了,https://koko-soccer.com/score/51
2015,T3,2015.04.02 16：00,暁星高等学校,暁星,都立日野台,日野台,2,1,終了,https://koko-soccer.com/score/51
2015,T3,2015.04.02 16：00,実践学園（B）,実践学園,東農大一,農大一,3,0,終了,https://koko-soccer.com/score/51
2015,T3,2015.04.03 16：00,東京成徳大高,東京成徳大高,都立石神井,石神井,2,0,終了,https://koko-soccer.com/score/51
2015,T3,2015.04.07 18：30,東京,東京,暁星高等学校,暁星,0,3,終了,https://koko-soccer.com/score/51
2015,T3,2015.04.14 18：30,都立石神井,石神井,修徳,修徳,2,2,終了,https://koko-soccer.com/score/51
2015,T3,2015.04.23 19：00,都立日野台,日野台,東京成徳大高,東京成徳大高,1,2,終了,https://koko-soccer.com/score/51
2015,T3,2015.05.03 13：00,東農大一,農大一,保善,保善,0,0,終了,https://koko-soccer.com/score/51
2015,T3,2015.05.03 14：00,三菱養和SCユース（B）,三菱養和SCユース,実践学園（B）,実践学園,1,1,終了,https://koko-soccer.com/score/51
2015,T3,2015.05.07 18：30,暁星高等学校,暁星,東農大一,農大一,3,0,終了,https://koko-soccer.com/score/51
2015,T3,2015.05.16 19：00,三菱養和SCユース（B）,三菱養和SCユース,都立石神井,石神井,4,0,終了,https://koko-soccer.com/score/51
2015,T3,2015.05.28 18：30,修徳,修徳,都立日野台,日野台,3,0,終了,https://koko-soccer.com/score/51
2015,T3,2015.06.21 12：00,保善,保善,実践学園（B）,実践学園,2,1,終了,https://koko-soccer.com/score/51
2015,T3,2015.07.16 9：45,東京成徳大高,東京成徳大高,東京,東京,0,3,終了,https://koko-soccer.com/score/51
2015,T3,2015.06.04 18：00,東京,東京,修徳,修徳,0,3,終了,https://koko-soccer.com/score/51
2015,T3,2015.06.14 16：00,都立日野台,日野台,都立石神井,石神井,0,4,終了,https://koko-soccer.com/score/51
2015,T3,2015.06.16 18：30,東農大一,農大一,東京成徳大高,東京成徳大高,3,1,終了,https://koko-soccer.com/score/51
2015,T3,2015.06.27 17：00,実践学園（B）,実践学園,暁星高等学校,暁星,1,2,終了,https://koko-soccer.com/score/51
2015,T3,2015.06.28 19：00,保善,保善,三菱養和SCユース（B）,三菱養和SCユース,1,1,終了,https://koko-soccer.com/score/51
2015,T3,2015.07.17 18：00,修徳,修徳,東農大一,農大一,1,0,終了,https://koko-soccer.com/score/51
2015,T3,2015.07.20 18：00,三菱養和SCユース（B）,三菱養和SCユース,都立日野台,日野台,4,0,終了,https://koko-soccer.com/score/51
2015,T3,2015.07.22 10：00,東京成徳大高,東京成徳大高,実践学園（B）,実践学園,1,5,終了,https://koko-soccer.com/score/51
2015,T3,2015.07.22 12：00,暁星高等学校,暁星,保善,保善,2,1,終了,https://koko-soccer.com/score/51
2015,T3,2015.08.11 10:00,都立石神井,石神井,東京,東京,0,0,終了,https://koko-soccer.com/score/51
2015,T3,2015.07.26 14：00,東農大一,農大一,都立石神井,石神井,3,2,終了,https://koko-soccer.com/score/51
2015,T3,2015.07.30 18：45,保善,保善,東京成徳大高,東京成徳大高,1,1,終了,https://koko-soccer.com/score/51
2015,T3,2015.08.01 11:30,実践学園（B）,実践学園,修徳,修徳,2,1,終了,https://koko-soccer.com/score/51
2015,T3,2015.08.07 15：35,都立日野台,日野台,東京,東京,0,2,終了,https://koko-soccer.com/score/51
2015,T3,2015.08.24 19：00,三菱養和SCユース（B）,三菱養和SCユース,暁星高等学校,暁星,4,1,終了,https://koko-soccer.com/score/51
2015,T3,2015.08.26 15：30,都立日野台,日野台,東農大一,農大一,0,2,終了,https://koko-soccer.com/score/51
2015,T3,2015.08.27 9：30,修徳,修徳,保善,保善,1,0,終了,https://koko-soccer.com/score/51
2015,T3,2015.08.29 9：00,都立石神井,石神井,実践学園（B）,実践学園,1,5,終了,https://koko-soccer.com/score/51
2015,T3,2015.08.31 11：15,暁星高等学校,暁星,東京成徳大高,東京成徳大高,4,1,終了,https://koko-soccer.com/score/51
2015,T3,2015.09.21 19：00,東京,東京,三菱養和SCユース（B）,三菱養和SCユース,0,4,終了,https://koko-soccer.com/score/51
2015,T3,2015.09.04 10：00,暁星高等学校,暁星,修徳,修徳,2,0,終了,https://koko-soccer.com/score/51
2015,T3,2015.09.06,実践学園（B）,実践学園,都立日野台,日野台,3,0,終了,https://koko-soccer.com/score/51
2015,T3,2015.09.15 18：30,保善,保善,都立石神井,石神井,5,1,終了,https://koko-soccer.com/score/51
2015,T3,2015.09.28 18：30,東京成徳大高,東京成徳大高,三菱養和SCユース（B）,三菱養和SCユース,0,3,終了,https://koko-soccer.com/score/51
2015,T3,2015.10.11 17：30,東農大一,農大一,東京,東京,3,2,終了,https://koko-soccer.com/score/51
2015,T3,2015.10.01 12：00,都立石神井,石神井,暁星高等学校,暁星,1,5,終了,https://koko-soccer.com/score/51
2015,T3,2015.10.01 14：00,都立日野台,日野台,保善,保善,0,0,終了,https://koko-soccer.com/score/51
2015,T3,2015.10.03 19：00,三菱養和SCユース（B）,三菱養和SCユース,東農大一,農大一,5,1,終了,https://koko-soccer.com/score/51
2015,T3,2015.10.04,東京,東京,実践学園（B）,実践学園,3,2,終了,https://koko-soccer.com/score/51
2015,T3,2015.10.08 18：45,修徳,修徳,東京成徳大高,東京成徳大高,0,2,終了,https://koko-soccer.com/score/51
2015,T3,2015.04.02 12：00,早稲田実業,早稲田実業,駒澤大学高等学校（B）,駒澤大高,1,0,終了,https://koko-soccer.com/score/52
2015,T3,2015.04.02 12：00,杉並FCユース,杉並FCユース,都立国分寺,国分寺,6,1,終了,https://koko-soccer.com/score/52
2015,T3,2015.04.02 14：00,日本学園,日本学園,國學院久我山（B）,国学院久我山,2,0,終了,https://koko-soccer.com/score/52
2015,T3,2015.04.02 14：00,東海大菅生,東海大菅生,日大三,日大三,2,2,終了,https://koko-soccer.com/score/52
2015,T3,2015.04.02 18：00,かえつ有明,かえつ有明,都立東大和南,東大和南,6,5,終了,https://koko-soccer.com/score/52
2015,T3,2015.04.10 18：30,日大三,日大三,かえつ有明,かえつ有明,4,1,終了,https://koko-soccer.com/score/52
2015,T3,2015.04.17 18：00,駒澤大学高等学校（B）,駒澤大高,日本学園,日本学園,2,0,終了,https://koko-soccer.com/score/52
2015,T3,2015.04.23 18：00,都立国分寺,国分寺,東海大菅生,東海大菅生,1,2,終了,https://koko-soccer.com/score/52
2015,T3,2015.04.24 18：30,都立東大和南,東大和南,早稲田実業,早稲田実業,2,6,終了,https://koko-soccer.com/score/52
2015,T3,2015.04.29 11:05,國學院久我山（B）,国学院久我山,杉並FCユース,杉並FCユース,2,2,終了,https://koko-soccer.com/score/52
2015,T3,2015.05.06 10：00,國學院久我山（B）,国学院久我山,駒澤大学高等学校（B）,駒澤大高,2,0,終了,https://koko-soccer.com/score/52
2015,T3,2015.05.06 14：00,東海大菅生,東海大菅生,杉並FCユース,杉並FCユース,2,4,終了,https://koko-soccer.com/score/52
2015,T3,2015.05.15 18：00,日本学園,日本学園,都立東大和南,東大和南,1,2,終了,https://koko-soccer.com/score/52
2015,T3,2015.05.29 18：30,かえつ有明,かえつ有明,都立国分寺,国分寺,1,1,終了,https://koko-soccer.com/score/52
2015,T3,2015.05.31 15：30,早稲田実業,早稲田実業,日大三,日大三,0,0,終了,https://koko-soccer.com/score/52
2015,T3,2015.06.02 18：30,都立東大和南,東大和南,駒澤大学高等学校（B）,駒澤大高,0,4,終了,https://koko-soccer.com/score/52
2015,T3,2015.06.04 18：30,杉並FCユース,杉並FCユース,かえつ有明,かえつ有明,2,0,終了,https://koko-soccer.com/score/52
2015,T3,2015.06.18 18：30,都立国分寺,国分寺,早稲田実業,早稲田実業,0,3,終了,https://koko-soccer.com/score/52
2015,T3,2015.06.19 18：00,日大三,日大三,日本学園,日本学園,0,5,終了,https://koko-soccer.com/score/52
2015,T3,2015.06.21 16：00,東海大菅生,東海大菅生,國學院久我山（B）,国学院久我山,1,2,終了,https://koko-soccer.com/score/52
2015,T3,2015.07.05 17：45,國學院久我山（B）,国学院久我山,都立東大和南,東大和南,3,1,終了,https://koko-soccer.com/score/52
2015,T3,2015.07.16 18：30,日本学園,日本学園,都立国分寺,国分寺,2,0,終了,https://koko-soccer.com/score/52
2015,T3,2015.07.21 16：00,早稲田実業,早稲田実業,杉並FCユース,杉並FCユース,2,0,終了,https://koko-soccer.com/score/52
2015,T3,2015.07.21 18：00,駒澤大学高等学校（B）,駒澤大高,日大三,日大三,1,1,終了,https://koko-soccer.com/score/52
2015,T3,2015.07.22 14：00,かえつ有明,かえつ有明,東海大菅生,東海大菅生,1,6,終了,https://koko-soccer.com/score/52
2015,T3,2015.08.04 12：00,都立東大和南,東大和南,日大三,日大三,2,2,終了,https://koko-soccer.com/score/52
2015,T3,2015.08.05 16：00,東海大菅生,東海大菅生,早稲田実業,早稲田実業,0,5,終了,https://koko-soccer.com/score/52
2015,T3,2015.08.05 18：00,杉並FCユース,杉並FCユース,日本学園,日本学園,1,0,終了,https://koko-soccer.com/score/52
2015,T3,2015.08.06 10：00,都立国分寺,国分寺,駒澤大学高等学校（B）,駒澤大高,1,2,終了,https://koko-soccer.com/score/52
2015,T3,2015.09.13,國學院久我山（B）,国学院久我山,かえつ有明,かえつ有明,14,0,終了,https://koko-soccer.com/score/52
2015,T3,2015.08.25 15：45,都立東大和南,東大和南,都立国分寺,国分寺,5,3,終了,https://koko-soccer.com/score/52
2015,T3,2015.08.25 18：00,駒澤大学高等学校（B）,駒澤大高,杉並FCユース,杉並FCユース,5,0,終了,https://koko-soccer.com/score/52
2015,T3,2015.08.30 10：30,日本学園,日本学園,東海大菅生,東海大菅生,4,0,終了,https://koko-soccer.com/score/52
2015,T3,2015.08.31 13：30,日大三,日大三,國學院久我山（B）,国学院久我山,0,3,終了,https://koko-soccer.com/score/52
2015,T3,2015.08.31 9：00,かえつ有明,かえつ有明,早稲田実業,早稲田実業,1,8,終了,https://koko-soccer.com/score/52
2015,T3,2015.09.06 17：30,早稲田実業,早稲田実業,國學院久我山（B）,国学院久我山,2,3,終了,https://koko-soccer.com/score/52
2015,T3,2015.09.11 18：00,杉並FCユース,杉並FCユース,都立東大和南,東大和南,4,2,終了,https://koko-soccer.com/score/52
2015,T3,2015.09.17 18：30,都立国分寺,国分寺,日大三,日大三,1,0,終了,https://koko-soccer.com/score/52
2015,T3,2015.09.23 10：00,東海大菅生,東海大菅生,駒澤大学高等学校（B）,駒澤大高,0,2,終了,https://koko-soccer.com/score/52
2015,T3,2015.09.25 18：30,かえつ有明,かえつ有明,日本学園,日本学園,0,3,終了,https://koko-soccer.com/score/52
2015,T3,2015.09.29 18：30,日大三,日大三,杉並FCユース,杉並FCユース,1,3,終了,https://koko-soccer.com/score/52
2015,T3,2015.09.30 18：30,駒澤大学高等学校（B）,駒澤大高,かえつ有明,かえつ有明,4,4,終了,https://koko-soccer.com/score/52
2015,T3,2015.10.01 11：00,國學院久我山（B）,国学院久我山,都立国分寺,国分寺,4,0,終了,https://koko-soccer.com/score/52
2015,T3,2015.10.11 14：00,都立東大和南,東大和南,東海大菅生,東海大菅生,1,4,終了,https://koko-soccer.com/score/52
2015,T3,2015.10.12 14：30,日本学園,日本学園,早稲田実業,早稲田実業,3,3,終了,https://koko-soccer.com/score/52
2015,T3,2015.11.19 18:00,暁星高等学校,暁星,國學院久我山（B）,国学院久我山,1,2,終了,https://koko-soccer.com/score/238
2015,T3,2015.11.02 19:00,三菱養和SCユース（B）,三菱養和SCユース,早稲田実業,早稲田実業,4,0,終了,https://koko-soccer.com/score/238
2015,T3,2015.10.28 17:45,実践学園（B）,実践学園,杉並FCユース,杉並FCユース,4,1,終了,https://koko-soccer.com/score/238
2015,T3,2015.11.18 18:30,修徳,修徳,駒澤大学高等学校（B）,駒澤大高,1,2,終了,https://koko-soccer.com/score/238
2015,T3,2015.10.28 18:30,保善,保善,日本学園,日本学園,1,2,終了,https://koko-soccer.com/score/238
2015,T3,2015.10.25 10:00,東農大一,農大一,東海大菅生,東海大菅生,0,6,終了,https://koko-soccer.com/score/238
2015,T3,2015.10.29 18:00,東京,東京,日大三,日大三,3,4,終了,https://koko-soccer.com/score/238
2015,T3,2015.11.05 18:45,東京成徳大高,東京成徳大高,都立東大和南,東大和南,1,4,終了,https://koko-soccer.com/score/238
2015,T3,2015.11.25 18:30,都立石神井,石神井,かえつ有明,かえつ有明,1,3,終了,https://koko-soccer.com/score/238
2015,T3,2015.11.17 18:30,都立日野台,日野台,都立国分寺,国分寺,0,1,終了,https://koko-soccer.com/score/238
2015,T4,2015.04.02 12：00,駒澤大学高等学校（C）,駒澤大高,正則学園,正則学園,4,2,終了,https://koko-soccer.com/score/53
2015,T4,2015.04.02 17：30,ＦＣ町田ゼルビアユース,FC町田ゼルビアユース,大東大一,大東大一,3,1,終了,https://koko-soccer.com/score/53
