年度,リーグ,日時,ホーム,学校H,アウェイ,学校A,得点H,得点A,状態,出典
2018,T2,2018.04.04 14:00,大成,大成,國學院久我山（B）,国学院久我山,1,0,終了,https://koko-soccer.com/score/1033
2018,T2,2018.04.04 14:00,FCトリプレッタユース,FCトリプレッタユース,堀越,堀越,5,1,終了,https://koko-soccer.com/score/1033
2018,T2,2018.04.04 18:30,東京実業,東京実業,駒澤大学高等学校（B）,駒澤大高,1,2,終了,https://koko-soccer.com/score/1033
2018,T2,2018.04.25 18:30,東京朝鮮中高級学校,東京朝鮮中高級学校,実践学園（B）,実践学園,5,1,終了,https://koko-soccer.com/score/1033
2018,T2,2018.04.11 18:00,実践学園（B）,実践学園,FC町田ゼルビアユース,FC町田ゼルビアユース,1,2,終了,https://koko-soccer.com/score/1033
2018,T2,2018.04.18 18:00,東京実業,東京実業,早稲田実業,早稲田実業,0,2,終了,https://koko-soccer.com/score/1033
2018,T2,2018.04.25 18:00,大成,大成,FCトリプレッタユース,FCトリプレッタユース,0,1,終了,https://koko-soccer.com/score/1033
2018,T2,2018.06.06 18:00,駒澤大学高等学校（B）,駒澤大高,國學院久我山（B）,国学院久我山,2,4,終了,https://koko-soccer.com/score/1033
2018,T2,2018.12.01 17:00,堀越,堀越,東京朝鮮中高級学校,東京朝鮮中高級学校,0,2,終了,https://koko-soccer.com/score/1033
2018,T2,2018.06.03 10:00,國學院久我山（B）,国学院久我山,東京実業,東京実業,2,3,終了,https://koko-soccer.com/score/1033
2018,T2,2018.06.03 17:00,実践学園（B）,実践学園,早稲田実業,早稲田実業,0,5,終了,https://koko-soccer.com/score/1033
2018,T2,2018.06.13 18:00,FCトリプレッタユース,FCトリプレッタユース,駒澤大学高等学校（B）,駒澤大高,1,5,終了,https://koko-soccer.com/score/1033
2018,T2,2018.06.24 17:30,FC町田ゼルビアユース,FC町田ゼルビアユース,堀越,堀越,1,0,終了,https://koko-soccer.com/score/1033
2018,T2,2018.09.05 18:00,東京朝鮮中高級学校,東京朝鮮中高級学校,大成,大成,0,0,終了,https://koko-soccer.com/score/1033
2018,T2,2018.06.17 17:30,大成,大成,FC町田ゼルビアユース,FC町田ゼルビアユース,1,2,終了,https://koko-soccer.com/score/1033
2018,T2,2018.06.20 18:00,東京実業,東京実業,FCトリプレッタユース,FCトリプレッタユース,2,1,終了,https://koko-soccer.com/score/1033
2018,T2,2018.06.30 18:30,早稲田実業,早稲田実業,國學院久我山（B）,国学院久我山,1,0,終了,https://koko-soccer.com/score/1033
2018,T2,2018.07.01 10:00,実践学園（B）,実践学園,堀越,堀越,0,3,終了,https://koko-soccer.com/score/1033
2018,T2,2018.12.09,駒澤大学高等学校（B）,駒澤大高,東京朝鮮中高級学校,東京朝鮮中高級学校,2,0,終了,https://koko-soccer.com/score/1033
2018,T2,2018.07.01 17:30,FC町田ゼルビアユース,FC町田ゼルビアユース,駒澤大学高等学校（B）,駒澤大高,1,1,終了,https://koko-soccer.com/score/1033
2018,T2,2018.07.08 17:00,堀越,堀越,早稲田実業,早稲田実業,3,2,終了,https://koko-soccer.com/score/1033
2018,T2,2018.07.11 18:00,國學院久我山（B）,国学院久我山,FCトリプレッタユース,FCトリプレッタユース,1,1,終了,https://koko-soccer.com/score/1033
2018,T2,2018.07.13 18:00,実践学園（B）,実践学園,大成,大成,2,2,終了,https://koko-soccer.com/score/1033
2018,T2,2018.08.10 9:30,東京朝鮮中高級学校,東京朝鮮中高級学校,東京実業,東京実業,4,4,終了,https://koko-soccer.com/score/1033
2018,T2,2018.05.04 12:00,國學院久我山（B）,国学院久我山,東京朝鮮中高級学校,東京朝鮮中高級学校,3,0,終了,https://koko-soccer.com/score/1033
2018,T2,2018.07.15 17:30,東京実業,東京実業,FC町田ゼルビアユース,FC町田ゼルビアユース,1,6,終了,https://koko-soccer.com/score/1033
2018,T2,2018.07.16 15:30,早稲田実業,早稲田実業,FCトリプレッタユース,FCトリプレッタユース,3,1,終了,https://koko-soccer.com/score/1033
2018,T2,2018.07.16 9:30,大成,大成,堀越,堀越,4,3,終了,https://koko-soccer.com/score/1033
2018,T2,2018.07.17 17:00,駒澤大学高等学校（B）,駒澤大高,実践学園（B）,実践学園,1,3,終了,https://koko-soccer.com/score/1033
2018,T2,2018.04.30 18:00,FC町田ゼルビアユース,FC町田ゼルビアユース,國學院久我山（B）,国学院久我山,3,2,終了,https://koko-soccer.com/score/1033
2018,T2,2018.07.22 14:30,堀越,堀越,駒澤大学高等学校（B）,駒澤大高,3,2,終了,https://koko-soccer.com/score/1033
2018,T2,2018.07.29 17:00,東京朝鮮中高級学校,東京朝鮮中高級学校,FCトリプレッタユース,FCトリプレッタユース,3,1,終了,https://koko-soccer.com/score/1033
2018,T2,2018.07.29 18:00,実践学園（B）,実践学園,東京実業,東京実業,2,3,終了,https://koko-soccer.com/score/1033
2018,T2,2018.11.05 18:00,早稲田実業,早稲田実業,大成,大成,3,1,終了,https://koko-soccer.com/score/1033
2018,T2,2018.07.25 12:00,國學院久我山（B）,国学院久我山,実践学園（B）,実践学園,3,1,終了,https://koko-soccer.com/score/1033
2018,T2,2018.07.25 14:30,駒澤大学高等学校（B）,駒澤大高,大成,大成,2,1,終了,https://koko-soccer.com/score/1033
2018,T2,2018.08.03 18:00,東京実業,東京実業,堀越,堀越,2,3,終了,https://koko-soccer.com/score/1033
2018,T2,2018.08.07 18:00,早稲田実業,早稲田実業,東京朝鮮中高級学校,東京朝鮮中高級学校,0,1,終了,https://koko-soccer.com/score/1033
2018,T2,2018.08.13 17:00,FCトリプレッタユース,FCトリプレッタユース,FC町田ゼルビアユース,FC町田ゼルビアユース,1,1,終了,https://koko-soccer.com/score/1033
2018,T2,2018.08.25 17:00,FCトリプレッタユース,FCトリプレッタユース,実践学園（B）,実践学園,1,1,終了,https://koko-soccer.com/score/1033
2018,T2,2018.08.26 16:00,東京朝鮮中高級学校,東京朝鮮中高級学校,FC町田ゼルビアユース,FC町田ゼルビアユース,0,2,終了,https://koko-soccer.com/score/1033
2018,T2,2018.08.28 16:15,東京実業,東京実業,大成,大成,3,1,終了,https://koko-soccer.com/score/1033
2018,T2,2018.08.28 18:30,堀越,堀越,國學院久我山（B）,国学院久我山,2,2,終了,https://koko-soccer.com/score/1033
2018,T2,2018.08.30 18:30,駒澤大学高等学校（B）,駒澤大高,早稲田実業,早稲田実業,2,0,終了,https://koko-soccer.com/score/1033
2018,T2,2018.08.31 18:00,実践学園（B）,実践学園,東京朝鮮中高級学校,東京朝鮮中高級学校,0,2,終了,https://koko-soccer.com/score/1033
2018,T2,2018.09.02 10:00,國學院久我山（B）,国学院久我山,大成,大成,4,0,終了,https://koko-soccer.com/score/1033
2018,T2,2018.09.02 17:30,FC町田ゼルビアユース,FC町田ゼルビアユース,早稲田実業,早稲田実業,0,1,終了,https://koko-soccer.com/score/1033
2018,T2,2018.09.02 9:30,堀越,堀越,FCトリプレッタユース,FCトリプレッタユース,4,5,終了,https://koko-soccer.com/score/1033
2018,T2,2018.11.29 18:45,駒澤大学高等学校（B）,駒澤大高,東京実業,東京実業,3,0,終了,https://koko-soccer.com/score/1033
2018,T2,2018.09.08 18:30,早稲田実業,早稲田実業,東京実業,東京実業,1,2,終了,https://koko-soccer.com/score/1033
2018,T2,2018.09.09 10:00,東京朝鮮中高級学校,東京朝鮮中高級学校,堀越,堀越,3,1,終了,https://koko-soccer.com/score/1033
2018,T2,2018.09.09 17:30,FC町田ゼルビアユース,FC町田ゼルビアユース,実践学園（B）,実践学園,0,0,終了,https://koko-soccer.com/score/1033
2018,T2,2018.09.13 18:00,FCトリプレッタユース,FCトリプレッタユース,大成,大成,0,0,終了,https://koko-soccer.com/score/1033
2018,T2,2018.09.21 18:00,國學院久我山（B）,国学院久我山,駒澤大学高等学校（B）,駒澤大高,1,2,終了,https://koko-soccer.com/score/1033
2018,T2,2018.09.16 15:30,大成,大成,東京朝鮮中高級学校,東京朝鮮中高級学校,0,0,終了,https://koko-soccer.com/score/1033
2018,T2,2018.09.17 15:30,早稲田実業,早稲田実業,実践学園（B）,実践学園,1,0,終了,https://koko-soccer.com/score/1033
2018,T2,2018.11.01 18:00,東京実業,東京実業,國學院久我山（B）,国学院久我山,3,4,終了,https://koko-soccer.com/score/1033
2018,T2,2018.11.11 9:30,堀越,堀越,FC町田ゼルビアユース,FC町田ゼルビアユース,0,3,終了,https://koko-soccer.com/score/1033
2018,T2,2018.11.18 19:05,駒澤大学高等学校（B）,駒澤大高,FCトリプレッタユース,FCトリプレッタユース,4,0,終了,https://koko-soccer.com/score/1033
2018,T2,2018.04.11 18:00,國學院久我山（B）,国学院久我山,早稲田実業,早稲田実業,3,1,終了,https://koko-soccer.com/score/1033
2018,T2,2018.09.24 15:30,東京朝鮮中高級学校,東京朝鮮中高級学校,駒澤大学高等学校（B）,駒澤大高,1,1,終了,https://koko-soccer.com/score/1033
