地区,リーグ,年度,部,順位,チーム,学校,区分,勝点,試合,勝,分,敗,得点,失点,得失点,出典
第4地区,4地区ユースリーグ,2024,3部A,3,朋優学院,朋優学院,A,24,10,8,0,2,36,8,28,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9156
第4地区,4地区ユースリーグ,2024,3部A,4,正則高校,正則,A,18,10,6,0,4,25,19,6,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9156
第4地区,4地区ユースリーグ,2024,3部A,5,品川翔英,品川翔英,A,15,10,5,0,5,18,24,-6,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9156
第4地区,4地区ユースリーグ,2024,3部A,6,芝B,芝B,A,12,10,4,0,6,12,25,-13,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9156
第4地区,4地区ユースリーグ,2024,3部A,7,都立三田,三田,A,9,10,3,0,7,15,29,-14,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9156
第4地区,4地区ユースリーグ,2024,3部A,8,二松学舎,二松学舎大附,A,9,10,3,0,7,13,40,-27,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9156
第4地区,4地区ユースリーグ,2024,3部A,9,立正大立正B,立正大立正,B,8,10,2,2,6,18,34,-16,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9156
第4地区,4地区ユースリーグ,2024,3部A,10,攻玉社B,攻玉社,B,7,10,2,1,7,18,24,-6,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9156
第4地区,4地区ユースリーグ,2024,3部A,11,羽田国際,羽田国際,A,7,10,2,1,7,9,18,-9,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9156
第4地区,4地区ユースリーグ,2024,3部B,1,都立小山台,小山台,A,25,9,8,1,0,45,7,38,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9157
第4地区,4地区ユースリーグ,2024,3部B,2,東京D,東京,D,21,9,7,0,2,27,9,18,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9157
第4地区,4地区ユースリーグ,2024,3部B,3,大森学園D,大森学園,D,17,9,5,2,2,22,9,13,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9157
第4地区,4地区ユースリーグ,2024,3部B,4,東京実業E,東京実業,E,15,9,5,0,4,24,12,12,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9157
第4地区,4地区ユースリーグ,2024,3部B,5,東海大高輪台F,東海大高輪台F,A,15,9,5,0,4,21,19,2,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9157
第4地区,4地区ユースリーグ,2024,3部B,6,文教大付属,文教大付,A,13,9,4,1,4,14,15,-1,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9157
第4地区,4地区ユースリーグ,2024,3部B,7,麻布,麻布,A,10,9,3,1,5,13,14,-1,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9157
第4地区,4地区ユースリーグ,2024,3部B,8,青稜B,青稜,B,8,9,2,2,5,7,23,-16,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9157
第4地区,4地区ユースリーグ,2024,3部B,9,広尾学園,広尾学園,A,6,9,2,0,7,13,35,-22,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9157
第4地区,4地区ユースリーグ,2024,3部B,10,都立美原B,美原,B,1,9,0,1,8,2,45,-43,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9157
第5地区,NSリーグ,2024,1部,1,専大附属A,専大附属,A,21,9,7,0,2,26,8,18,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,1部,2,実践学園D,実践学園,D,17,9,5,2,2,18,14,4,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,1部,3,杉並ソシオA,杉並ソシオ,A,16,9,5,1,3,19,19,0,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,1部,4,都鷺宮A,鷺宮,A,15,9,4,3,2,18,14,4,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,1部,5,國學院久我山E,国学院久我山,E,15,9,5,0,4,23,24,-1,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,1部,6,都豊多摩A,豊多摩,A,12,9,3,3,3,14,12,2,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,1部,7,早大学院B,早大学院,B,11,9,3,2,4,16,19,-3,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,1部,8,日大鶴ケ丘B,日大鶴ヶ丘,B,8,9,1,5,3,14,20,-6,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,1部,9,都武蔵丘A,武蔵丘,A,8,9,2,2,5,14,21,-7,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,1部,10,中大杉並,中大杉並,A,2,9,0,2,7,8,19,-11,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,2部A,1,都石神井B,石神井,B,21,7,7,0,0,25,2,23,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,2部A,2,早大学院C,早大学院,C,15,7,5,0,2,19,8,11,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,2部A,3,杉並ソシオＢ,杉並ソシオ,B,12,7,4,0,3,15,15,0,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,2部A,4,都西,都西,A,10,7,3,1,3,11,17,-6,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,2部A,5,日大二B,日大二,B,10,7,3,1,3,5,11,-6,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,2部A,6,アヤックス,アヤックス,A,9,8,3,0,5,13,21,-8,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,2部A,7,都光丘,光丘,A,7,7,2,1,4,11,11,0,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,2部A,8,都田無,田無,A,1,7,0,1,6,6,19,-13,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,2部B,1,杉並FC,杉並FC,A,18,7,6,0,1,18,3,15,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,2部B,2,実践学園E,実践学園,E,15,7,5,0,2,20,7,13,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,2部B,3,都保谷B,保谷,B,15,7,5,0,2,19,11,8,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,2部B,4,文大杉並,文大杉並,A,12,7,4,0,3,25,7,18,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,2部B,5,日大鶴ケ丘C,日大鶴ヶ丘,C,12,7,4,0,3,11,13,-2,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,2部B,6,専大附属B,専大附属,B,9,7,3,0,4,12,16,-4,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,2部B,7,杉並学院A,杉並学院,A,3,8,1,0,7,13,32,-19,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,2部B,8,都大泉,大泉,A,0,7,0,0,7,2,32,-30,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,3部A,1,都豊多摩B,豊多摩,B,9,5,2,3,0,16,1,15,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,3部A,2,都杉並,杉並,A,9,5,2,3,0,9,2,7,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,3部A,3,東大附属,東大附属,A,9,5,2,3,0,12,8,4,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,3部A,4,東京立正,東京立正,A,5,5,1,2,2,4,8,-4,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,3部A,5,都富士,富士,A,5,5,1,2,2,5,10,-5,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,3部A,6,杉並学院B,杉並学院,B,1,5,0,1,4,3,20,-17,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,3部B,1,佼成学園,佼成学園,A,13,5,4,1,0,19,3,16,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,3部B,2,武蔵野大学,武蔵野大高,A,12,5,4,0,1,20,8,12,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,3部B,3,都保谷C,保谷,C,7,5,2,1,2,9,9,0,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,3部B,4,都井草,井草,A,4,5,1,1,3,3,8,-5,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,3部B,5,都杉並総合,杉並総合,A,4,5,1,1,3,1,18,-17,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,3部B,6,宝仙学園,宝仙学園,A,3,5,1,0,4,5,11,-6,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,3部C,1,都鷺宮B,鷺宮,B,12,5,4,0,1,22,4,18,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,3部C,2,学大国際,学芸大国際,A,9,5,3,0,2,28,18,10,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,3部C,3,明大中野B,明大中野,B,9,5,3,0,2,21,11,10,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,3部C,4,都武蔵丘B,武蔵丘,B,6,5,2,0,3,15,14,1,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,3部C,5,都練馬,練馬,A,4,5,1,1,3,9,28,-19,https://www.goalnote.net/detail-standings.php?tid=15685
第5地区,NSリーグ,2024,3部C,6,第四商業,第四商業,A,4,5,1,1,3,7,27,-20,https://www.goalnote.net/detail-standings.php?tid=15685
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2024,3部A,5,芦花,芦花,A,12,8,4,0,4,,,,https://www.metro.ed.jp/roka-h/activities/2025/01/clubentry_90.html
第7地区,第7地区ユースリーグ,2024,1部,1,Raiz Chofu F.C U-18,RaizChofuF.CU-18,A,27,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/1st-division
第7地区,第7地区ユースリーグ,2024,1部,2,大成C,大成,C,22,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/1st-division
第7地区,第7地区ユースリーグ,2024,1部,3,アローレ八王子U-18,アローレ八王子U-18,A,21,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/1st-division
第7地区,第7地区ユースリーグ,2024,1部,4,三鷹中等,三鷹中等,A,13,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/1st-division
第7地区,第7地区ユースリーグ,2024,1部,5,立川A,立川,A,12,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/1st-division
第7地区,第7地区ユースリーグ,2024,1部,6,明大明治B,明大明治,B,12,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/1st-division
第7地区,第7地区ユースリーグ,2024,1部,7,松ケ谷A,松ヶ谷,A,11,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/1st-division
第7地区,第7地区ユースリーグ,2024,1部,8,翔陽,翔陽,A,9,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/1st-division
第7地区,第7地区ユースリーグ,2024,1部,9,八王子,八王子,A,,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/1st-division
第7地区,第7地区ユースリーグ,2024,1部,10,LSS MITAKA,LSSMITAK,A,,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/1st-division
第7地区,第7地区ユースリーグ,2024,2部A,1,八王子東A,八王子東,A,20,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/2nd-division-a
第7地区,第7地区ユースリーグ,2024,2部A,2,昭和第一学園B,昭和第一学園,B,17,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/2nd-division-a
第7地区,第7地区ユースリーグ,2024,2部A,3,明中八王子B,明大八王子,B,17,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/2nd-division-a
第7地区,第7地区ユースリーグ,2024,2部A,4,明星学園B,明星学園,B,16,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/2nd-division-a
第7地区,第7地区ユースリーグ,2024,2部A,5,国立B,国立,B,10,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/2nd-division-a
第7地区,第7地区ユースリーグ,2024,2部A,6,GA,GA,A,9,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/2nd-division-a
第7地区,第7地区ユースリーグ,2024,2部A,7,調布北,調布北,A,8,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/2nd-division-a
第7地区,第7地区ユースリーグ,2024,2部A,8,南平,南平,A,4,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/2nd-division-a
第7地区,第7地区ユースリーグ,2024,2部A,9,明星,明星,A,0,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/2nd-division-a
第7地区,第7地区ユースリーグ,2024,2部B,1,調布南,調布南,A,24,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/2nd-division-b
第7地区,第7地区ユースリーグ,2024,2部B,2,永山,永山,A,14,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/2nd-division-b
第7地区,第7地区ユースリーグ,2024,2部B,3,穎明館,穎明館,A,14,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/2nd-division-b
第7地区,第7地区ユースリーグ,2024,2部B,4,法政大学,法政大高,A,13,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/2nd-division-b
第7地区,第7地区ユースリーグ,2024,2部B,5,日野台B,日野台,B,10,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/2nd-division-b
第7地区,第7地区ユースリーグ,2024,2部B,6,府中東セカンド,府中東セカンド,A,9,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/2nd-division-b
第7地区,第7地区ユースリーグ,2024,2部B,7,松ケ谷B,松ヶ谷,B,8,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/2nd-division-b
第7地区,第7地区ユースリーグ,2024,2部B,8,片倉B,片倉,B,7,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/2nd-division-b
第7地区,第7地区ユースリーグ,2024,2部B,9,日野,日野,A,2,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/2nd-division-b
第7地区,第7地区ユースリーグ,2024,3部A,1,富士森,富士森,A,19,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/3rd-division-a
第7地区,第7地区ユースリーグ,2024,3部A,2,三鷹中等B,三鷹中等,B,12,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/3rd-division-a
第7地区,第7地区ユースリーグ,2024,3部A,3,神代,神代,A,11,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/3rd-division-a
第7地区,第7地区ユースリーグ,2024,3部A,4,八王子実践,八王子実践,A,11,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/3rd-division-a
第7地区,第7地区ユースリーグ,2024,3部A,5,工学院,工学院,A,10,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/3rd-division-a
第7地区,第7地区ユースリーグ,2024,3部A,6,昭和第一学園C,昭和第一学園,C,7,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/3rd-division-a
第7地区,第7地区ユースリーグ,2024,3部A,7,府中西,府中西,A,6,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/3rd-division-a
第7地区,第7地区ユースリーグ,2024,3部A,8,調布南B,調布南,B,3,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/3rd-division-a
第7地区,第7地区ユースリーグ,2024,3部B,1,星槎国際八王子,星槎国際八王子,A,22,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/3rd-division-b
第7地区,第7地区ユースリーグ,2024,3部B,2,八王子北,八王子北,A,18,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/3rd-division-b
第7地区,第7地区ユースリーグ,2024,3部B,3,府中,府中,A,18,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/3rd-division-b
第7地区,第7地区ユースリーグ,2024,3部B,4,法政大学B,法政大高,B,17,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/3rd-division-b
第7地区,第7地区ユースリーグ,2024,3部B,5,明大明治C,明大明治,C,12,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/3rd-division-b
第7地区,第7地区ユースリーグ,2024,3部B,6,立川B,立川,B,7,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/3rd-division-b
第7地区,第7地区ユースリーグ,2024,3部B,7,立川国際,立川国際中等,A,7,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/3rd-division-b
第7地区,第7地区ユースリーグ,2024,3部B,8,府中東サテライト,府中東サテライト,A,3,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/3rd-division-b
第7地区,第7地区ユースリーグ,2024,3部B,9,府中工科,府中工科,A,1,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2024/Scores/3rd-division-b
