地区,リーグ,年度,部,順位,チーム,学校,区分,勝点,試合,勝,分,敗,得点,失点,得失点,出典
第5地区,NSリーグ,2026,1部,3,日本大学第二高等学校A,日大二,A,15,6,5,0,1,13,6,7,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,1部,4,日本大学鶴ヶ丘高等学校B,日大鶴ヶ丘,B,12,6,4,0,2,16,9,7,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,1部,5,都立豊多摩高等学校A,豊多摩,A,9,6,3,0,3,8,9,-1,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,1部,6,都立保谷高等学校B,保谷,B,6,7,2,0,5,7,27,-20,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,1部,7,早稲田大学高等学院B,早大学院,B,5,6,1,2,3,8,7,1,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,1部,8,実践学園高等学校D,実践学園,D,5,6,1,2,3,8,11,-3,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,1部,9,文化学園大学杉並高等学校,文大杉並,A,4,6,1,1,4,5,13,-8,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,1部,10,都立石神井高等学校B,石神井,B,1,7,0,1,6,7,22,-15,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,2部A,1,都立武蔵丘高等学校A,武蔵丘,A,13,5,4,1,0,12,4,8,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,2部A,2,國學院大學久我山高等学校E,国学院久我山,E,7,3,2,1,0,14,3,11,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,2部A,3,日本大学鶴ヶ丘高等学校C,日大鶴ヶ丘,C,6,3,2,0,1,8,3,5,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,2部A,4,中央大学杉並高等学校,中大杉並,A,3,2,1,0,1,12,3,9,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,2部A,5,早稲田大学高等学院C,早大学院,C,3,1,1,0,0,1,0,1,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,2部A,6,杉並ソシオフットボールクラブB,杉並ソシオフットボールクラブ,B,3,2,1,0,1,3,3,0,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,2部A,7,都立保谷高等学校C,保谷,C,3,5,1,0,4,4,12,-8,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,2部A,8,東京大学教育学部附属中等教育学校,東京大学教育学部附属中等教育学校,A,0,5,0,0,5,2,28,-26,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,2部B,1,佼成学園高等学校,佼成学園,A,12,5,4,0,1,12,5,7,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,2部B,2,明治大学付属中野高等学校B,明大中野,B,9,3,3,0,0,3,0,3,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,2部B,3,都立光丘高等学校,光丘,A,4,3,1,1,1,8,4,4,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,2部B,4,杉並アヤックスサッカークラブ,杉並アヤックスサッカークラブ,A,3,2,1,0,1,1,1,0,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,2部B,5,都立西高等学校,西,A,1,3,0,1,2,3,6,-3,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,2部B,6,実践学園高等学校E,実践学園,E,0,1,0,0,1,1,2,-1,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,2部B,7,都立豊多摩高等学校B,豊多摩,B,0,3,0,0,3,1,11,-10,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,2部B,,杉並フットボールクラブ,杉並フットボールクラブ,A,,,,,,,,,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,3部A,1,都立杉並高等学校,杉並,A,5,3,1,2,0,6,2,4,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,3部A,2,英明フロンティア高等学校,英明フロンティア,A,4,2,1,1,0,3,1,2,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,3部A,3,宝仙学園高等学校,宝仙学園,A,1,1,0,1,0,1,1,0,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,3部A,4,東京学芸大学附属国際中等教育学校,東京学芸大学附属国際中等教育学校,A,0,1,0,0,1,1,3,-2,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,3部A,5,都立田無高等学校,田無,A,0,1,0,0,1,1,5,-4,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,3部A,,専修大学附属高等学校B,専修大附,B,,,,,,,,,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,3部B,1,武蔵野大学高等学校,武蔵野大高,A,6,2,2,0,0,10,0,10,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,3部B,2,都立大泉高等学校,大泉,A,4,3,1,1,1,5,4,1,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,3部B,3,日本大学第二高等学校B,日大二,B,1,2,0,1,1,0,6,-6,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,3部B,4,都立練馬高等学校,練馬,A,0,1,0,0,1,0,5,-5,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,3部B,,堀越高等学校C,堀越,C,,,,,,,,,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,3部B,,都立富士高等学校,富士,A,,,,,,,,,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,3部C,1,都立鷺宮高等学校B,鷺宮,B,10,5,3,1,1,12,4,8,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,3部C,2,東京立正高等学校,東京立正,A,7,4,2,1,1,22,7,15,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,3部C,3,都立井草高等学校,井草,A,6,2,2,0,0,7,2,5,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,3部C,4,都立武蔵丘高等学校B,武蔵丘,B,2,3,0,2,1,7,11,-4,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,3部C,5,明治大学付属中野高等学校C,明大中野,C,0,2,0,0,2,0,3,-3,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,3部C,6,都立杉並総合高等学校,杉並総合,A,0,2,0,0,2,0,21,-21,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,3部C,,杉並学院高等学校,杉並学院,A,,,,,,,,,https://www.goalnote.net/detail-standings.php?tid=18597
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,1部,1,駒大E,駒澤大高,E,15,5,5,0,0,29,4,25,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,1部,2,日大三B,日大三,B,15,6,5,0,1,19,3,16,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,1部,3,駒場学園A,駒場学園,A,13,6,4,1,1,15,8,7,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,1部,4,農大一,農大一,A,12,6,3,3,0,14,6,8,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,1部,5,国士舘C,国士舘,C,9,6,3,0,3,10,14,-4,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,1部,6,都市大等々力,都市大等々力,A,9,6,3,0,3,13,17,-4,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,1部,7,成城学園,成城学園,A,7,6,2,1,3,15,15,0,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,1部,8,駒場B,駒場,B,4,7,1,1,5,12,16,-4,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,1部,9,野津田,野津田,A,3,6,1,0,5,6,21,-15,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,1部,10,成瀬,成瀬,A,0,6,0,0,6,4,33,-29,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,1,玉川学園/三田国際/和光,玉川学園/三田国際/和光,A,12,6,3,3,0,19,8,11,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,2,多摩大目黒D,多摩大学目黒,D,11,6,3,2,1,12,6,6,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,3,狛江B,狛江,B,10,7,3,1,3,10,10,0,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,4,桜美林A,桜美林,A,9,4,3,0,1,13,3,10,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,5,駒場C,駒場,C,7,4,2,1,1,15,11,4,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,6,桜町,桜町,A,6,5,2,0,3,5,10,-5,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,7,日大桜丘A,日大桜丘,A,4,3,1,1,1,4,2,2,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,8,駒場学園B,駒場学園,B,0,1,0,0,1,1,4,-3,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,9,大東学園,大東学園,A,0,6,0,0,6,5,30,-25,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,1,都市大A,都市大付,A,12,4,4,0,0,17,2,15,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,2,駒大F,駒大F,A,12,4,4,0,0,16,2,14,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,3,学大附,学芸大附,A,9,6,3,0,3,18,9,9,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,4,小川,小川,A,6,3,2,0,1,8,6,2,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,5,筑駒,筑波大駒場,A,6,4,2,0,2,11,10,1,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,6,目黒日大,目黒日大,A,6,7,2,0,5,15,17,-2,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,7,日大三C,日大三,C,3,1,1,0,0,3,2,1,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,8,桜修館,桜修館中等,A,3,4,1,0,3,3,18,-15,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,9,日本学園B,日本学園,B,0,3,0,0,3,3,12,-9,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,10,目黒学院,目黒学院,A,0,2,0,0,2,4,20,-16,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,3部A,1,千歳丘,千歳丘,A,6,2,2,0,0,12,0,12,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,3部A,2,科学技術学園,科学技術学園,A,6,3,2,0,1,4,7,-3,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,3部A,3,駒大H,駒大H,A,3,1,1,0,0,6,1,5,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,3部A,4,目黒,目黒,A,3,1,1,0,0,2,1,1,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,3部A,5,芦花,芦花,A,3,4,1,0,3,9,13,-4,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,3部A,6,玉川学園/三田国際/和光,玉川学園/三田国際/和光,A,0,1,0,0,1,0,1,-1,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,3部A,7,町田工科,町田工科,A,0,2,0,0,2,0,10,-10,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,3部B,1,日大桜丘B,日大桜丘,B,3,1,1,0,0,5,1,4,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,3部B,2,国際,国際,A,0,1,0,0,1,1,5,-4,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv（試合から計算）
第7地区,第7地区ユースリーグ,2026,1部,1,明星学園B,明星学園,B,18,6,6,0,0,33,1,32,https://docs.google.com/spreadsheets/d/e/2PACX-1vQVPxsdzQeHgNi4Bg02sDdW2DYT-H-jTe8Q3NttnomTX3wCBomCCepRUQPb_Szwlq6D9RkOnPZnznB2/pub?gid=513876327&single=true&output=csv
第7地区,第7地区ユースリーグ,2026,1部,2,大成C,大成,C,15,6,5,0,1,19,4,15,https://docs.google.com/spreadsheets/d/e/2PACX-1vQVPxsdzQeHgNi4Bg02sDdW2DYT-H-jTe8Q3NttnomTX3wCBomCCepRUQPb_Szwlq6D9RkOnPZnznB2/pub?gid=513876327&single=true&output=csv
第7地区,第7地区ユースリーグ,2026,1部,3,調布南A,調布南,A,15,6,5,0,1,16,3,13,https://docs.google.com/spreadsheets/d/e/2PACX-1vQVPxsdzQeHgNi4Bg02sDdW2DYT-H-jTe8Q3NttnomTX3wCBomCCepRUQPb_Szwlq6D9RkOnPZnznB2/pub?gid=513876327&single=true&output=csv
第7地区,第7地区ユースリーグ,2026,1部,4,三鷹中等,三鷹中等,A,12,6,4,0,2,11,10,1,https://docs.google.com/spreadsheets/d/e/2PACX-1vQVPxsdzQeHgNi4Bg02sDdW2DYT-H-jTe8Q3NttnomTX3wCBomCCepRUQPb_Szwlq6D9RkOnPZnznB2/pub?gid=513876327&single=true&output=csv
第7地区,第7地区ユースリーグ,2026,1部,5,片倉,片倉,A,9,5,3,0,2,23,12,11,https://docs.google.com/spreadsheets/d/e/2PACX-1vQVPxsdzQeHgNi4Bg02sDdW2DYT-H-jTe8Q3NttnomTX3wCBomCCepRUQPb_Szwlq6D9RkOnPZnznB2/pub?gid=513876327&single=true&output=csv
第7地区,第7地区ユースリーグ,2026,1部,6,Raiz Chofu F.C U-18,RaizChofuF.CU-18,A,7,6,2,1,3,5,6,-1,https://docs.google.com/spreadsheets/d/e/2PACX-1vQVPxsdzQeHgNi4Bg02sDdW2DYT-H-jTe8Q3NttnomTX3wCBomCCepRUQPb_Szwlq6D9RkOnPZnznB2/pub?gid=513876327&single=true&output=csv
第7地区,第7地区ユースリーグ,2026,1部,7,昭和第一学園B,昭和第一学園,B,7,6,2,1,3,5,8,-3,https://docs.google.com/spreadsheets/d/e/2PACX-1vQVPxsdzQeHgNi4Bg02sDdW2DYT-H-jTe8Q3NttnomTX3wCBomCCepRUQPb_Szwlq6D9RkOnPZnznB2/pub?gid=513876327&single=true&output=csv
第7地区,第7地区ユースリーグ,2026,1部,8,明大八王子B,明大八王子,B,3,6,1,0,5,7,41,-34,https://docs.google.com/spreadsheets/d/e/2PACX-1vQVPxsdzQeHgNi4Bg02sDdW2DYT-H-jTe8Q3NttnomTX3wCBomCCepRUQPb_Szwlq6D9RkOnPZnznB2/pub?gid=513876327&single=true&output=csv
第7地区,第7地区ユースリーグ,2026,1部,9,八王子東A,八王子東,A,0,5,0,0,5,0,16,-16,https://docs.google.com/spreadsheets/d/e/2PACX-1vQVPxsdzQeHgNi4Bg02sDdW2DYT-H-jTe8Q3NttnomTX3wCBomCCepRUQPb_Szwlq6D9RkOnPZnznB2/pub?gid=513876327&single=true&output=csv
第7地区,第7地区ユースリーグ,2026,1部,10,星槎国際八王子,星槎国際八王子,A,0,6,0,0,6,5,23,-18,https://docs.google.com/spreadsheets/d/e/2PACX-1vQVPxsdzQeHgNi4Bg02sDdW2DYT-H-jTe8Q3NttnomTX3wCBomCCepRUQPb_Szwlq6D9RkOnPZnznB2/pub?gid=513876327&single=true&output=csv
第7地区,第7地区ユースリーグ,2026,2部A,1,桐朋,桐朋,A,12,5,4,0,1,14,4,10,https://docs.google.com/spreadsheets/d/e/2PACX-1vQDgq8t4JUX3Bwny3MQXdTAYZz1ya47lHunDLtuGBYg3R_y30tCEiB5YIfLLXnNPXTVL_FTW0FzIOC6/pub?gid=513876327&single=true&output=csv
第7地区,第7地区ユースリーグ,2026,2部A,2,八王子北,八王子北,A,12,5,4,0,1,10,6,4,https://docs.google.com/spreadsheets/d/e/2PACX-1vQDgq8t4JUX3Bwny3MQXdTAYZz1ya47lHunDLtuGBYg3R_y30tCEiB5YIfLLXnNPXTVL_FTW0FzIOC6/pub?gid=513876327&single=true&output=csv
第7地区,第7地区ユースリーグ,2026,2部A,3,八王子,八王子,A,10,6,3,1,2,12,6,6,https://docs.google.com/spreadsheets/d/e/2PACX-1vQDgq8t4JUX3Bwny3MQXdTAYZz1ya47lHunDLtuGBYg3R_y30tCEiB5YIfLLXnNPXTVL_FTW0FzIOC6/pub?gid=513876327&single=true&output=csv
第7地区,第7地区ユースリーグ,2026,2部A,4,松が谷,松が谷,A,7,3,2,1,0,8,1,7,https://docs.google.com/spreadsheets/d/e/2PACX-1vQDgq8t4JUX3Bwny3MQXdTAYZz1ya47lHunDLtuGBYg3R_y30tCEiB5YIfLLXnNPXTVL_FTW0FzIOC6/pub?gid=513876327&single=true&output=csv
第7地区,第7地区ユースリーグ,2026,2部A,5,明大明治B,明大明治,B,7,5,2,1,2,8,5,3,https://docs.google.com/spreadsheets/d/e/2PACX-1vQDgq8t4JUX3Bwny3MQXdTAYZz1ya47lHunDLtuGBYg3R_y30tCEiB5YIfLLXnNPXTVL_FTW0FzIOC6/pub?gid=513876327&single=true&output=csv
第7地区,第7地区ユースリーグ,2026,2部A,6,翔陽,翔陽,A,6,5,2,0,3,5,9,-4,https://docs.google.com/spreadsheets/d/e/2PACX-1vQDgq8t4JUX3Bwny3MQXdTAYZz1ya47lHunDLtuGBYg3R_y30tCEiB5YIfLLXnNPXTVL_FTW0FzIOC6/pub?gid=513876327&single=true&output=csv
第7地区,第7地区ユースリーグ,2026,2部A,7,三鷹中等B,三鷹中等,B,5,6,1,2,3,5,15,-10,https://docs.google.com/spreadsheets/d/e/2PACX-1vQDgq8t4JUX3Bwny3MQXdTAYZz1ya47lHunDLtuGBYg3R_y30tCEiB5YIfLLXnNPXTVL_FTW0FzIOC6/pub?gid=513876327&single=true&output=csv
第7地区,第7地区ユースリーグ,2026,2部A,8,昭和第一学園C,昭和第一学園,C,4,6,1,1,4,3,10,-7,https://docs.google.com/spreadsheets/d/e/2PACX-1vQDgq8t4JUX3Bwny3MQXdTAYZz1ya47lHunDLtuGBYg3R_y30tCEiB5YIfLLXnNPXTVL_FTW0FzIOC6/pub?gid=513876327&single=true&output=csv
第7地区,第7地区ユースリーグ,2026,2部A,9,国立B,国立,B,0,3,0,0,3,1,10,-9,https://docs.google.com/spreadsheets/d/e/2PACX-1vQDgq8t4JUX3Bwny3MQXdTAYZz1ya47lHunDLtuGBYg3R_y30tCEiB5YIfLLXnNPXTVL_FTW0FzIOC6/pub?gid=513876327&single=true&output=csv
第7地区,第7地区ユースリーグ,2026,2部B,1,富士森,富士森,A,15,6,5,0,1,19,7,12,https://docs.google.com/spreadsheets/d/e/2PACX-1vSnG2t7r30I6bfEEBBGZRKWZo3ixiupiIdVCBR4RyKdn1TUhL8C6i2pEiNNaZ4yslVIUR5LF92BaFMS/pub?gid=513876327&single=true&output=csv
第7地区,第7地区ユースリーグ,2026,2部B,2,穎明館,穎明館,A,9,5,3,0,2,12,13,-1,https://docs.google.com/spreadsheets/d/e/2PACX-1vSnG2t7r30I6bfEEBBGZRKWZo3ixiupiIdVCBR4RyKdn1TUhL8C6i2pEiNNaZ4yslVIUR5LF92BaFMS/pub?gid=513876327&single=true&output=csv
第7地区,第7地区ユースリーグ,2026,2部B,3,立川,立川,A,8,6,2,2,2,3,3,0,https://docs.google.com/spreadsheets/d/e/2PACX-1vSnG2t7r30I6bfEEBBGZRKWZo3ixiupiIdVCBR4RyKdn1TUhL8C6i2pEiNNaZ4yslVIUR5LF92BaFMS/pub?gid=513876327&single=true&output=csv
第7地区,第7地区ユースリーグ,2026,2部B,4,永山,永山,A,7,4,2,1,1,7,4,3,https://docs.google.com/spreadsheets/d/e/2PACX-1vSnG2t7r30I6bfEEBBGZRKWZo3ixiupiIdVCBR4RyKdn1TUhL8C6i2pEiNNaZ4yslVIUR5LF92BaFMS/pub?gid=513876327&single=true&output=csv
第7地区,第7地区ユースリーグ,2026,2部B,5,府中東,府中東,A,7,5,2,1,2,7,9,-2,https://docs.google.com/spreadsheets/d/e/2PACX-1vSnG2t7r30I6bfEEBBGZRKWZo3ixiupiIdVCBR4RyKdn1TUhL8C6i2pEiNNaZ4yslVIUR5LF92BaFMS/pub?gid=513876327&single=true&output=csv
第7地区,第7地区ユースリーグ,2026,2部B,6,法政大学,法政大高,A,5,4,1,2,1,8,10,-2,https://docs.google.com/spreadsheets/d/e/2PACX-1vSnG2t7r30I6bfEEBBGZRKWZo3ixiupiIdVCBR4RyKdn1TUhL8C6i2pEiNNaZ4yslVIUR5LF92BaFMS/pub?gid=513876327&single=true&output=csv
