地区,リーグ,年度,部,節,日付,ホーム,アウェイ,ホーム得点,アウェイ得点,実施,ホーム学校,ホーム区分,アウェイ学校,アウェイ区分,出典
第2地区,DUOリーグ,2024,グループA,第6節,2024-06-09,淑徳巣鴨A,都立豊島A,0,1,済,淑徳巣鴨,A,豊島,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第6節,2024-06-02,都立江北,日大豊山C,2,2,済,江北,A,日大豊山,C,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第7節,2024-06-23,文京A,日大豊山C,1,2,済,文京,A,日大豊山,C,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第7節,2024-06-16,足立新田,豊島学院B,2,1,済,足立新田,A,豊島学院,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第7節,2024-06-23,学習院,都立豊島A,4,1,済,学習院,A,豊島,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第7節,2024-09-02,郁文館A,淑徳巣鴨A,0,3,済,郁文館,A,淑徳巣鴨,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第7節,2024-06-16,立教池袋,都立江北,2,1,済,立教池袋,A,江北,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第8節,2024-09-22,文京A,立教池袋,0,3,済,文京,A,立教池袋,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第8節,2024-07-21,都立豊島A,日大豊山C,6,1,済,豊島,A,日大豊山,C,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第8節,2024-10-06,都立江北,足立新田,3,1,済,江北,A,足立新田,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第8節,2024-09-23,淑徳巣鴨A,豊島学院B,8,0,済,淑徳巣鴨,A,豊島学院,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第8節,2024-09-22,郁文館A,学習院,0,10,済,郁文館,A,学習院,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第9節,2024-09-29,足立新田,文京A,1,2,済,足立新田,A,文京,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第9節,2024-09-29,学習院,淑徳巣鴨A,1,2,済,学習院,A,淑徳巣鴨,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第9節,2024-09-01,立教池袋,都立豊島A,0,5,済,立教池袋,A,豊島,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第9節,2024-08-04,日大豊山C,郁文館A,3,3,済,日大豊山,C,郁文館,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第9節,2024-10-14,豊島学院B,都立江北,2,2,済,豊島学院,B,江北,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第1節,2024-07-19,獨協,駒込B,1,3,済,獨協,A,駒込,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第1節,2024-05-12,筑波大附属,足立学園,1,0,済,筑波大学附属,A,足立学園,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第1節,2024-04-04,向丘A,淑徳巣鴨B,3,3,済,向丘,A,淑徳巣鴨,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第1節,2024-05-12,城西,竹早,2,1,済,城西大城西,A,竹早,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第2節,2024-06-16,駒込B,筑波大附属,3,0,済,駒込,B,筑波大学附属,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第2節,2024-06-08,足立学園,獨協,4,0,済,足立学園,A,獨協,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第2節,2024-06-08,淑徳巣鴨B,城西,1,4,済,淑徳巣鴨,B,城西大城西,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第2節,2024-09-10,竹早,向丘A,1,3,済,竹早,A,向丘,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第3節,2024-06-23,向丘A,駒込B,0,12,済,向丘,A,駒込,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第3節,2024-05-05,城西,足立学園,2,0,済,城西大城西,A,足立学園,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第3節,2024-08-23,獨協,淑徳巣鴨B,1,2,済,獨協,A,淑徳巣鴨,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第3節,2024-05-05,筑波大附属,竹早,1,0,済,筑波大学附属,A,竹早,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第4節,2024-06-06,駒込B,城西,2,4,済,駒込,B,城西大城西,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第4節,2024-09-17,足立学園,向丘A,2,1,済,足立学園,A,向丘,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第4節,2024-05-19,淑徳巣鴨B,筑波大附属,1,3,済,淑徳巣鴨,B,筑波大学附属,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第4節,2024-03-28,竹早,獨協,0,3,済,竹早,A,獨協,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第5節,2024-12-31,竹早,駒込B,2,2,済,竹早,A,駒込,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第5節,2024-06-29,淑徳巣鴨B,足立学園,1,0,済,淑徳巣鴨,B,足立学園,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第5節,2024-06-23,獨協,城西,1,3,済,獨協,A,城西大城西,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第5節,2024-04-07,筑波大附属,向丘A,1,2,済,筑波大学附属,A,向丘,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第6節,2024-08-28,駒込B,淑徳巣鴨B,4,0,済,駒込,B,淑徳巣鴨,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第6節,2024-04-07,足立学園,竹早,3,0,済,足立学園,A,竹早,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第6節,2024-05-26,城西,筑波大附属,2,2,済,城西大城西,A,筑波大学附属,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第6節,2024-05-12,向丘A,獨協,0,0,済,向丘,A,獨協,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第7節,2024-06-20,足立学園,駒込B,1,2,済,足立学園,A,駒込,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第7節,2024-09-30,竹早,淑徳巣鴨B,1,3,済,竹早,A,淑徳巣鴨,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第7節,2024-06-01,向丘A,城西,3,1,済,向丘,A,城西大城西,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第7節,2024-09-16,獨協,筑波大附属,0,1,済,獨協,A,筑波大学附属,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第1節,2024-06-16,小石川,都立足立A,,,未,小石川中等教育,A,足立,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第1節,2024-10-06,都立豊島B,昭和第一A,3,1,済,豊島,B,昭和第一,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第1節,2024-08-22,中大高,京華A,0,3,済,中央大学高,A,京華,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第1節,2024-03-21,巣鴨,豊南A,1,2,済,巣鴨,A,豊南,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第2節,2024-09-29,都立足立A,都立豊島B,1,1,済,足立,A,豊島,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第2節,2024-04-14,昭和第一A,小石川,1,2,済,昭和第一,A,小石川中等教育,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第2節,2024-09-28,京華A,巣鴨,1,1,済,京華,A,巣鴨,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第2節,2024-06-16,豊南A,中大高,6,1,済,豊南,A,中央大学高,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第3節,2024-03-28,中大高,都立足立A,0,1,済,中央大学高,A,足立,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第3節,2024-10-01,巣鴨,昭和第一A,1,1,済,巣鴨,A,昭和第一,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第3節,2024-04-06,小石川,京華A,1,2,済,小石川中等教育,A,京華,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第3節,2024-04-14,都立豊島B,豊南A,0,1,済,豊島,B,豊南,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第4節,2024-03-31,都立足立A,巣鴨,3,0,済,足立,A,巣鴨,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第4節,2024-09-16,昭和第一A,中大高,3,0,済,昭和第一,A,中央大学高,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第4節,2024-09-22,京華A,都立豊島B,5,0,済,京華,A,豊島,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第4節,2024-11-04,豊南A,小石川,2,1,済,豊南,A,小石川中等教育,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第5節,2024-06-23,豊南A,都立足立A,,,未,豊南,A,足立,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第5節,2024-08-01,京華A,昭和第一A,2,2,済,京華,A,昭和第一,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第5節,2024-06-09,小石川,巣鴨,,,未,小石川中等教育,A,巣鴨,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第5節,2024-04-03,都立豊島B,中大高,4,0,済,豊島,B,中央大学高,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第6節,2024-10-06,都立足立A,京華A,0,2,済,足立,A,京華,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第6節,2024-09-29,昭和第一A,豊南A,1,3,済,昭和第一,A,豊南,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第6節,2024-06-15,巣鴨,都立豊島B,0,2,済,巣鴨,A,豊島,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第6節,2024-05-12,中大高,小石川,1,2,済,中央大学高,A,小石川中等教育,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第7節,2024-08-21,昭和第一A,都立足立A,,,未,昭和第一,A,足立,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第7節,2024-06-30,豊南A,京華A,4,3,済,豊南,A,京華,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第7節,2024-10-12,中大高,巣鴨,1,3,済,中央大学高,A,巣鴨,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第7節,2024-06-23,小石川,都立豊島B,5,1,済,小石川中等教育,A,豊島,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループD,第1節,2024-06-16,向丘B,淵江,0,1,済,向丘,B,淵江,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループD,第1節,2024-05-12,京華商業,FC西巣鴨,1,1,済,京華商業,A,FC西巣鴨,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループD,第1節,2024-06-16,貞静,青井,0,2,済,貞静学園,A,青井,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループD,第2節,2024-05-12,足立西,向丘B,1,0,済,足立西,A,向丘,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループD,第2節,2024-11-04,FC西巣鴨,貞静,4,1,済,FC西巣鴨,A,貞静学園,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループD,第2節,2024-04-29,青井,京華商業,5,1,済,青井,A,京華商業,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループD,第3節,2024-08-27,京華商業,足立西,1,1,済,京華商業,A,足立西,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループD,第3節,2024-05-12,貞静,淵江,0,6,済,貞静学園,A,淵江,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループD,第3節,2024-11-17,向丘B,青井,3,1,済,向丘,B,青井,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループD,第4節,2024-05-03,足立西,貞静,3,1,済,足立西,A,貞静学園,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループD,第4節,2024-03-30,淵江,京華商業,6,0,済,淵江,A,京華商業,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループD,第4節,2024-03-31,FC西巣鴨,向丘B,2,1,済,FC西巣鴨,A,向丘,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループD,第5節,2024-11-10,青井,足立西,0,3,済,青井,A,足立西,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループD,第5節,2024-04-13,FC西巣鴨,淵江,3,2,済,FC西巣鴨,A,淵江,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループD,第5節,2024-06-02,向丘B,京華商業,0,0,済,向丘,B,京華商業,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループD,第6節,2024-11-17,足立西,FC西巣鴨,4,1,済,足立西,A,FC西巣鴨,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループD,第6節,2024-11-24,淵江,青井,9,1,済,淵江,A,青井,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループD,第6節,2024-06-09,貞静,向丘B,1,1,済,貞静学園,A,向丘,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループD,第7節,2024-06-22,淵江,足立西,1,0,済,淵江,A,足立西,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループD,第7節,2024-06-09,青井,FC西巣鴨,0,3,済,青井,A,FC西巣鴨,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループD,第7節,2024-04-14,京華商業,貞静,0,2,済,京華商業,A,貞静学園,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループ,第1節,2024-07-02,,千早,,,未,,A,千早,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループE,第1節,2024-05-19,京華B,豊島学院C,1,4,済,京華,B,豊島学院,C,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループE,第1節,2024-09-29,昭和第一B,豊南B,0,8,済,昭和第一,B,豊南,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループE,第1節,2024-07-25,足立東,東洋大京北,1,3,済,足立東,A,東洋大京北,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループE,第2節,2024-07-02,千早,京華B,0,3,済,千早,A,京華,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループE,第2節,2024-05-12,豊南B,足立東,1,0,済,豊南,B,足立東,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループE,第2節,2024-10-26,東洋大京北,昭和第一B,12,1,済,東洋大京北,A,昭和第一,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループE,第3節,2024-07-02,昭和第一B,千早,3,0,済,昭和第一,B,千早,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループE,第3節,2024-07-29,足立東,豊島学院C,0,0,済,足立東,A,豊島学院,C,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループE,第3節,2024-05-26,京華B,東洋大京北,0,10,済,京華,B,東洋大京北,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループE,第4節,2024-07-02,千早,足立東,0,3,済,千早,A,足立東,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループE,第4節,2024-06-16,豊島学院C,昭和第一B,0,2,済,豊島学院,C,昭和第一,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループE,第4節,2024-06-30,豊南B,京華B,2,0,済,豊南,B,京華,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループE,第5節,2024-07-02,東洋大京北,千早,3,0,済,東洋大京北,A,千早,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループE,第5節,2024-06-09,豊南B,豊島学院C,3,2,済,豊南,B,豊島学院,C,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループE,第5節,2024-08-01,京華B,昭和第一B,1,1,済,京華,B,昭和第一,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループE,第6節,2024-07-02,千早,豊南B,0,3,済,千早,A,豊南,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループE,第6節,2024-05-12,豊島学院C,東洋大京北,0,5,済,豊島学院,C,東洋大京北,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループE,第6節,2024-11-02,足立東,京華B,1,5,済,足立東,A,京華,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループE,第7節,2024-07-02,豊島学院C,千早,3,0,済,豊島学院,C,千早,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループE,第7節,2024-08-08,東洋大京北,豊南B,3,3,済,東洋大京北,A,豊南,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループE,第7節,2024-10-05,昭和第一B,足立東,5,1,済,昭和第一,B,足立東,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第7節,2024-06-01,城西,向丘A,,,未,城西大城西,A,向丘,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第7節,2024-06-06,城西,駒込B,,,未,城西大城西,A,駒込,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第7節,2024-06-08,城西,淑徳巣鴨B,,,未,城西大城西,A,淑徳巣鴨,B,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループB,第7節,2024-06-23,城西,獨協,,,未,城西大城西,A,獨協,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第7節,2024-06-09,小石川,巣鴨,1,0,済,小石川中等教育,A,巣鴨,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第7節,2024-06-16,都立足立A,小石川,2,2,済,足立,A,小石川中等教育,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第7節,2024-08-22,都立足立A,昭和第一A,2,2,済,足立,A,昭和第一,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第7節,2024-08-08,都立足立A,豊南A,2,1,済,足立,A,豊南,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループC,第7節,2024-10-01,昭和第一A,巣鴨,,,未,昭和第一,A,巣鴨,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2025,グループA,第1節,2025-03-25,立教池袋,豊南A,5,3,済,立教池袋,A,豊南,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第1節,2025-04-13,日大豊山C,都立江北,5,1,済,日大豊山,C,江北,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第1節,2025-06-12,文京A,郁文館,3,5,済,文京,A,郁文館,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第1節,2025-05-06,淑徳巣鴨A,足立新田,6,0,済,淑徳巣鴨,A,足立新田,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第1節,2025-03-30,駒込B,都立豊島A,1,6,済,駒込,B,豊島,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第2節,2025-04-20,立教池袋,足立新田,2,0,済,立教池袋,A,足立新田,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第2節,2025-09-10,都立江北,淑徳巣鴨A,1,13,済,江北,A,淑徳巣鴨,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第2節,2025-10-30,駒込B,文京A,1,3,済,駒込,B,文京,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第2節,2025-04-20,日大豊山C,郁文館,4,1,済,日大豊山,C,郁文館,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第2節,2025-04-06,都立豊島A,豊南A,2,0,済,豊島,A,豊南,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第3節,2025-04-12,足立新田,都立豊島A,0,7,済,足立新田,A,豊島,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第3節,2025-04-06,日大豊山C,文京A,5,5,済,日大豊山,C,文京,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第3節,2025-06-28,駒込B,豊南A,0,6,済,駒込,B,豊南,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第3節,2025-04-06,都立江北,立教池袋,1,0,済,江北,A,立教池袋,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第3節,2025-06-09,郁文館,淑徳巣鴨A,0,2,済,郁文館,A,淑徳巣鴨,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第4節,2025-09-07,豊南A,足立新田,2,2,済,豊南,A,足立新田,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第4節,2025-04-20,都立豊島A,都立江北,6,0,済,豊島,A,江北,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第4節,2025-09-27,日大豊山C,駒込B,3,1,済,日大豊山,C,駒込,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第4節,2025-06-16,文京A,淑徳巣鴨A,2,7,済,文京,A,淑徳巣鴨,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第4節,2025-10-25,郁文館,立教池袋,0,9,済,郁文館,A,立教池袋,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第5節,2025-11-09,足立新田,駒込B,0,3,済,足立新田,A,駒込,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第5節,2025-06-15,都立豊島A,郁文館,3,0,済,豊島,A,郁文館,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第5節,2025-05-25,淑徳巣鴨A,日大豊山C,3,4,済,淑徳巣鴨,A,日大豊山,C,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第5節,2025-06-15,豊南A,都立江北,5,2,済,豊南,A,江北,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第5節,2025-06-08,立教池袋,文京A,1,2,済,立教池袋,A,文京,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第6節,2025-06-22,都立江北,足立新田,1,0,済,江北,A,足立新田,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第6節,2025-06-22,文京A,都立豊島A,1,8,済,文京,A,豊島,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第6節,2025-09-22,淑徳巣鴨A,駒込B,5,1,済,淑徳巣鴨,A,駒込,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第6節,2025-06-22,立教池袋,日大豊山C,1,2,済,立教池袋,A,日大豊山,C,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第6節,2025-06-22,豊南A,郁文館,2,1,済,豊南,A,郁文館,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第7節,2025-09-23,文京A,豊南A,5,2,済,文京,A,豊南,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第7節,2025-09-15,都立江北,駒込B,2,6,済,江北,A,駒込,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第7節,2025-06-08,都立豊島A,日大豊山C,4,1,済,豊島,A,日大豊山,C,https://www.goalnote.net/detail-schedule.php?tid=16985
