地区,リーグ,年度,部,節,日付,ホーム,アウェイ,ホーム得点,アウェイ得点,実施,ホーム学校,ホーム区分,アウェイ学校,アウェイ区分,出典
第5地区,NSリーグ,2024,2部B,第5節,2024-03-01,実践学園E,専大附属B,0,4,済,実践学園,E,専大附属,B,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,2部B,第5節,2024-07-15,都大泉,日大鶴ケ丘C,0,1,済,大泉,A,日大鶴ヶ丘,C,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,2部B,第6節,2024-12-26,杉並FC,杉並学院A,4,1,済,杉並FC,A,杉並学院,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,2部B,第6節,2024-08-11,実践学園E,文大杉並,2,0,済,実践学園,E,文大杉並,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,2部B,第6節,2024-09-29,都保谷B,日大鶴ケ丘C,3,1,済,保谷,B,日大鶴ヶ丘,C,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,2部B,第6節,2024-10-27,専大附属B,都大泉,3,0,済,専大附属,B,大泉,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,2部B,第7節,2024-12-22,杉並FC,実践学園E,1,0,済,杉並FC,A,実践学園,E,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,2部B,第7節,2024-06-09,杉並学院A,日大鶴ケ丘C,4,5,済,杉並学院,A,日大鶴ヶ丘,C,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,2部B,第1節,2024-05-19,文大杉並,都大泉,7,1,済,文大杉並,A,大泉,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,2部B,第7節,2024-04-29,都保谷B,専大附属B,3,0,済,保谷,B,専大附属,B,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部A,第1節,2024-07-25,都富士,東大附属,1,3,済,富士,A,東大附属,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部A,第1節,2024-06-02,都豊多摩B,東京立正,0,0,済,豊多摩,B,東京立正,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部A,第1節,2024-05-06,都杉並,杉並学院B,4,0,済,杉並,A,杉並学院,B,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部A,第2節,2024-03-01,都富士,東京立正,2,0,済,富士,A,東京立正,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部A,第2節,2024-06-30,杉並学院B,東大附属,1,3,済,杉並学院,B,東大附属,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部A,第2節,2024-10-01,都豊多摩B,都杉並,0,0,済,豊多摩,B,杉並,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部A,第3節,2024-07-22,都富士,杉並学院B,2,2,済,富士,A,杉並学院,B,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部A,第3節,2024-10-14,都杉並,東京立正,3,0,済,杉並,A,東京立正,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部A,第3節,2024-07-15,都豊多摩B,東大附属,1,1,済,豊多摩,B,東大附属,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部A,第4節,2024-07-13,都富士,都杉並,0,0,済,富士,A,杉並,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部A,第4節,2024-12-22,都豊多摩B,杉並学院B,10,0,済,豊多摩,B,杉並学院,B,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部A,第4節,2024-06-16,東京立正,東大附属,3,3,済,東京立正,A,東大附属,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部A,第5節,2024-11-04,都富士,都豊多摩B,0,5,済,富士,A,豊多摩,B,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部A,第5節,2024-06-22,都杉並,東大附属,2,2,済,杉並,A,東大附属,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部A,第5節,2024-12-16,杉並学院B,東京立正,0,1,済,杉並学院,B,東京立正,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部B,第1節,2024-03-20,都井草,宝仙学園,1,0,済,井草,A,宝仙学園,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部B,第1節,2024-03-01,都杉並総合,武蔵野大学,0,6,済,杉並総合,A,武蔵野大高,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部B,第1節,2024-03-01,都保谷C,佼成学園,0,0,済,保谷,C,佼成学園,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部B,第2節,2024-03-01,都井草,武蔵野大学,1,3,済,井草,A,武蔵野大高,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部B,第2節,2024-04-14,佼成学園,宝仙学園,1,0,済,佼成学園,A,宝仙学園,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部B,第2節,2024-03-01,都杉並総合,都保谷C,1,0,済,杉並総合,A,保谷,C,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部B,第3節,2024-03-01,都井草,佼成学園,1,2,済,井草,A,佼成学園,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部B,第3節,2024-03-01,都保谷C,武蔵野大学,0,6,済,保谷,C,武蔵野大高,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部B,第3節,2024-03-23,都杉並総合,宝仙学園,0,2,済,杉並総合,A,宝仙学園,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部B,第4節,2024-03-01,都井草,都保谷C,0,3,済,井草,A,保谷,C,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部B,第4節,2024-03-01,都杉並総合,佼成学園,0,10,済,杉並総合,A,佼成学園,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部B,第4節,2024-04-07,武蔵野大学,宝仙学園,3,1,済,武蔵野大高,A,宝仙学園,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部B,第5節,2024-03-01,都井草,都杉並総合,0,0,済,井草,A,杉並総合,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部B,第5節,2024-09-01,都保谷C,宝仙学園,6,2,済,保谷,C,宝仙学園,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部B,第5節,2024-03-01,佼成学園,武蔵野大学,6,2,済,佼成学園,A,武蔵野大高,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部C,第1節,2024-06-16,明大中野B,第四商業,2,3,済,明大中野,B,第四商業,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部C,第1節,2024-06-16,都練馬,都武蔵丘B,1,5,済,練馬,A,武蔵丘,B,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部C,第1節,2024-09-29,都鷺宮B,学大国際,1,2,済,鷺宮,B,学芸大国際,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部C,第2節,2024-09-29,明大中野B,都武蔵丘B,2,1,済,明大中野,B,武蔵丘,B,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部C,第2節,2024-05-25,第四商業,学大国際,2,10,済,第四商業,A,学芸大国際,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部C,第2節,2024-05-05,都練馬,都鷺宮B,0,7,済,練馬,A,鷺宮,B,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部C,第3節,2024-06-09,学大国際,明大中野B,5,6,済,学芸大国際,A,明大中野,B,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部C,第3節,2024-03-26,都鷺宮B,都武蔵丘B,4,1,済,鷺宮,B,武蔵丘,B,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部C,第3節,2024-06-01,都練馬,第四商業,2,2,済,練馬,A,第四商業,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部C,第4節,2024-09-23,明大中野B,都鷺宮B,1,2,済,明大中野,B,鷺宮,B,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部C,第4節,2024-08-19,都練馬,学大国際,6,4,済,練馬,A,学芸大国際,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部C,第4節,2024-03-01,都武蔵丘B,第四商業,5,0,済,武蔵丘,B,第四商業,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部C,第5節,2024-07-15,明大中野B,都練馬,10,0,済,明大中野,B,練馬,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部C,第5節,2024-09-15,都鷺宮B,第四商業,8,0,済,鷺宮,B,第四商業,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,3部C,第1節,2024-04-13,都武蔵丘B,学大国際,3,7,済,武蔵丘,B,学芸大国際,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2024,２部順位残留決定戦,第1節,2025-01-19,杉並学院A,アヤックス,1,2,済,杉並学院,A,アヤックス,A,https://www.goalnote.net/detail-schedule.php?tid=15685
第5地区,NSリーグ,2025,1部,第1節,2025-03-26,日本大学第二高等学校A,杉並フットボールクラブ,1,0,済,日大二,A,杉並フットボールクラブ,A,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第1節,2025-04-03,実践学園高等学校D,都立石神井高等学校B,2,1,済,実践学園,D,石神井,B,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第1節,2025-03-26,杉並ソシオフットボールクラブA,日本大学鶴ヶ丘高等学校B,4,1,済,杉並ソシオフットボールクラブ,A,日大鶴ヶ丘,B,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第1節,2025-04-01,都立鷺宮高等学校A,早稲田大学高等学院B,3,0,済,鷺宮,A,早大学院,B,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第1節,2025-06-22,國學院大學久我山高等学校E,都立豊多摩高等学校A,2,3,済,国学院久我山,E,豊多摩,A,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第2節,2025-04-06,都立石神井高等学校B,日本大学第二高等学校A,0,5,済,石神井,B,日大二,A,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第2節,2025-04-13,杉並フットボールクラブ,日本大学鶴ヶ丘高等学校B,0,2,済,杉並フットボールクラブ,A,日大鶴ヶ丘,B,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第2節,2025-04-07,早稲田大学高等学院B,実践学園高等学校D,1,0,済,早大学院,B,実践学園,D,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第2節,2025-04-08,都立豊多摩高等学校A,杉並ソシオフットボールクラブA,1,1,済,豊多摩,A,杉並ソシオフットボールクラブ,A,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第2節,2025-04-08,國學院大學久我山高等学校E,都立鷺宮高等学校A,2,2,済,国学院久我山,E,鷺宮,A,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第3節,2025-04-20,日本大学第二高等学校A,日本大学鶴ヶ丘高等学校B,0,1,済,日大二,A,日大鶴ヶ丘,B,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第3節,2025-04-12,早稲田大学高等学院B,都立石神井高等学校B,1,1,済,早大学院,B,石神井,B,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第3節,2025-04-20,都立豊多摩高等学校A,杉並フットボールクラブ,7,0,済,豊多摩,A,杉並フットボールクラブ,A,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第3節,2025-04-13,実践学園高等学校D,國學院大學久我山高等学校E,1,0,済,実践学園,D,国学院久我山,E,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第3節,2025-04-20,杉並ソシオフットボールクラブA,都立鷺宮高等学校A,2,1,済,杉並ソシオフットボールクラブ,A,鷺宮,A,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第4節,2025-05-24,早稲田大学高等学院B,日本大学第二高等学校A,1,3,済,早大学院,B,日大二,A,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第4節,2025-11-09,日本大学鶴ヶ丘高等学校B,都立豊多摩高等学校A,0,0,済,日大鶴ヶ丘,B,豊多摩,A,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第4節,2025-06-27,都立石神井高等学校B,國學院大學久我山高等学校E,0,2,済,石神井,B,国学院久我山,E,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第4節,2025-05-25,杉並フットボールクラブ,都立鷺宮高等学校A,0,3,済,杉並フットボールクラブ,A,鷺宮,A,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第4節,2025-06-22,杉並ソシオフットボールクラブA,実践学園高等学校D,3,0,済,杉並ソシオフットボールクラブ,A,実践学園,D,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第5節,2025-06-01,日本大学第二高等学校A,都立豊多摩高等学校A,1,2,済,日大二,A,豊多摩,A,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第5節,2025-06-01,國學院大學久我山高等学校E,早稲田大学高等学院B,2,2,済,国学院久我山,E,早大学院,B,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第5節,2025-06-01,都立鷺宮高等学校A,日本大学鶴ヶ丘高等学校B,0,0,済,鷺宮,A,日大鶴ヶ丘,B,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第5節,2025-06-01,杉並ソシオフットボールクラブA,都立石神井高等学校B,2,0,済,杉並ソシオフットボールクラブ,A,石神井,B,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第5節,2025-06-29,実践学園高等学校D,杉並フットボールクラブ,9,1,済,実践学園,D,杉並フットボールクラブ,A,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第6節,2025-06-08,國學院大學久我山高等学校E,日本大学第二高等学校A,1,0,済,国学院久我山,E,日大二,A,https://www.goalnote.net/detail-schedule.php?tid=16999
第5地区,NSリーグ,2025,1部,第6節,2025-06-08,都立豊多摩高等学校A,都立鷺宮高等学校A,0,1,済,豊多摩,A,鷺宮,A,https://www.goalnote.net/detail-schedule.php?tid=16999
